layer,head,input,position,screen_score,published_class
2,4,q,IO+1,0.000000,
2,4,q,S1,0.000000,
2,4,q,S1+1,0.000000,
2,4,q,S2,0.000071,
2,4,q,S2+1,0.000005,
2,4,q,END,-0.000219,
2,4,k,IO,0.000000,
2,4,k,IO+1,0.000000,
2,4,k,S1,0.000000,
2,4,k,S1+1,0.000000,
2,4,k,S2,0.000436,
2,4,k,S2+1,0.000047,
2,4,k,END,-0.000001,
2,4,v,IO,0.000000,
2,4,v,IO+1,0.000000,
2,4,v,S1,0.000000,
2,4,v,S1+1,0.000000,
2,4,v,S2,-0.000094,
2,4,v,S2+1,-0.000018,
2,4,v,END,-0.000001,
2,5,q,IO,0.000000,
2,5,q,IO+1,0.000000,
2,5,q,S1,0.000000,
2,5,q,S1+1,0.000000,
2,5,q,S2,0.002425,
2,5,q,S2+1,0.000006,
2,5,q,END,0.000003,
2,5,k,IO,0.000000,
2,5,k,IO+1,0.000000,
2,5,k,S1,0.000000,
2,5,k,S1+1,0.000000,
2,5,k,S2,0.002238,
2,5,k,S2+1,0.000093,
2,5,k,END,0.000051,
2,5,v,IO,0.000000,
2,5,v,IO+1,0.000000,
2,5,v,S1,0.000000,
2,5,v,S1+1,0.000000,
2,5,v,S2,-0.000774,
2,5,v,S2+1,-0.000040,
2,5,v,END,-0.000007,
2,6,q,IO,0.000000,
2,6,q,IO+1,0.000000,
2,6,q,S1,0.000000,
2,6,q,S1+1,0.000000,
2,6,q,S2,0.000021,
2,6,q,S2+1,0.000059,
2,6,q,END,0.000154,
2,6,k,IO,0.000000,
2,6,k,IO+1,0.000000,
2,6,k,S1,0.000000,
2,6,k,S1+1,0.000000,
2,6,k,S2,0.000331,
2,6,k,S2+1,-0.000012,
2,6,k,END,-0.000017,
2,6,v,IO,0.000000,
2,6,v,IO+1,0.000000,
2,6,v,S1,0.000000,
2,6,v,S1+1,0.000000,
2,6,v,S2,-0.000290,
2,6,v,S2+1,0.000044,
2,6,v,END,0.000006,
2,7,q,IO,0.000000,
2,7,q,IO+1,0.000000,
2,7,q,S1,0.000000,
2,7,q,S1+1,0.000000,
2,7,q,S2,-0.000036,
2,7,q,S2+1,0.000002,
2,7,q,END,-0.000003,
2,7,k,IO,0.000000,
