corruption,metric,layer,head,position,effect,published_class
random_random,logit_diff,1,2,A_def,-0.001567,duplicate token
random_random,logit_diff,1,2,B_def,0.002502,duplicate token
random_random,logit_diff,1,2,comma_B,-0.000101,duplicate token
random_random,logit_diff,1,2,C_def,-0.006331,duplicate token
random_random,logit_diff,1,2,A_doc,-0.011033,duplicate token
random_random,logit_diff,1,2,B_doc,-0.015973,duplicate token
random_random,logit_diff,1,2,END,0.000450,duplicate token
random_random,logit_diff,1,3,A_def,0.001769,
random_random,logit_diff,1,3,B_def,0.000066,
random_random,logit_diff,1,3,comma_B,-0.000267,
random_random,logit_diff,1,3,C_def,0.004703,
random_random,logit_diff,1,3,A_doc,0.000614,
random_random,logit_diff,1,3,B_doc,0.001359,
random_random,logit_diff,1,3,END,0.002866,
random_random,logit_diff,1,4,A_def,-0.000124,induction + fuzzy previous token
random_random,logit_diff,1,4,B_def,0.000106,induction + fuzzy previous token
random_random,logit_diff,1,4,comma_B,-0.002344,induction + fuzzy previous token
random_random,logit_diff,1,4,C_def,0.000950,induction + fuzzy previous token
random_random,logit_diff,1,4,A_doc,-0.000029,induction + fuzzy previous token
random_random,logit_diff,1,4,B_doc,0.000007,induction + fuzzy previous token
random_random,logit_diff,1,4,END,-0.015609,induction + fuzzy previous token
random_random,logit_diff,1,5,A_def,0.005124,
random_random,logit_diff,1,5,B_def,0.006714,
random_random,logit_diff,1,5,comma_B,-0.000245,
random_random,logit_diff,1,5,C_def,0.000772,
random_random,logit_diff,1,5,A_doc,0.000448,
random_random,logit_diff,1,5,B_doc,-0.001475,
random_random,logit_diff,1,5,END,-0.000499,
random_random,logit_diff,1,6,A_def,0.000094,
random_random,logit_diff,1,6,B_def,-0.000948,
random_random,logit_diff,1,6,comma_B,-0.000215,
random_random,logit_diff,1,6,C_def,0.000182,
random_random,logit_diff,1,6,A_doc,-0.000137,
random_random,logit_diff,1,6,B_doc,0.000074,
random_random,logit_diff,1,6,END,-0.000059,
random_random,logit_diff,1,7,A_def,-0.000288,
random_random,logit_diff,1,7,B_def,0.002671,
random_random,logit_diff,1,7,comma_B,0.000353,
random_random,logit_diff,1,7,C_def,0.002849,
random_random,logit_diff,1,7,A_doc,0.000286,
random_random,logit_diff,1,7,B_doc,-0.001751,
random_random,logit_diff,1,7,END,-0.000247,
random_random,logit_diff,2,0,A_def,0.000306,fuzzy previous token
random_random,logit_diff,2,0,B_def,0.005696,fuzzy previous token
random_random,logit_diff,2,0,comma_B,0.000154,fuzzy previous token
random_random,logit_diff,2,0,C_def,-0.002339,fuzzy previous token
random_random,logit_diff,2,0,A_doc,0.000334,fuzzy previous token
random_random,logit_diff,2,0,B_doc,0.000631,fuzzy previous token
random_random,logit_diff,2,0,END,0.000126,fuzzy previous token
random_random,logit_diff,2,1,A_def,0.001021,
random_random,logit_diff,2,1,B_def,0.002770,
random_random,logit_diff,2,1,comma_B,0.000013,
random_random,logit_diff,2,1,C_def,0.003045,
random_random,logit_diff,2,1,A_doc,-0.000329,
random_random,logit_diff,2,1,B_doc,-0.000463,
random_random,logit_diff,2,1,END,-0.002524,
random_random,logit_diff,2,2,A_def,-0.001293,
random_random,logit_diff,2,2,B_def,0.011146,
random_random,logit_diff,2,2,comma_B,-0.000082,
random_random,logit_diff,2,2,C_def,-0.010382,
random_random,logit_diff,2,2,A_doc,-0.000646,
random_random,logit_diff,2,2,B_doc,0.004424,
random_random,logit_diff,2,2,END,0.043588,
random_random,logit_diff,2,3,A_def,0.000306,
random_random,logit_diff,2,3,B_def,0.006434,
random_random,logit_diff,2,3,comma_B,0.000030,
random_random,logit_diff,2,3,C_def,0.031687,
random_random,logit_diff,2,3,A_doc,0.003535,
random_random,logit_diff,2,3,B_doc,0.004458,
random_random,logit_diff,2,3,END,0.114257,
random_random,logit_diff,2,4,A_def,0.000210,
random_random,logit_diff,2,4,B_def,0.000076,
random_random,logit_diff,2,4,comma_B,0.000007,
random_random,logit_diff,2,4,C_def,0.000091,
random_random,logit_diff,2,4,A_doc,-0.000016,
random_random,logit_diff,2,4,B_doc,0.001054,
random_random,logit_diff,2,4,END,-0.007969,
random_random,logit_diff,2,5,A_def,-0.001403,
random_random,logit_diff,2,5,B_def,0.003548,
random_random,logit_diff,2,5,comma_B,0.000005,
random_random,logit_diff,2,5,C_def,0.015509,
random_random,logit_diff,2,5,A_doc,-0.003085,
random_random,logit_diff,2,5,B_doc,-0.003984,
random_random,logit_diff,2,5,END,-0.001931,
random_random,logit_diff,2,6,A_def,0.000669,
random_random,logit_diff,2,6,B_def,0.000345,
random_random,logit_diff,2,6,comma_B,-0.000020,
random_random,logit_diff,2,6,C_def,-0.001027,
random_random,logit_diff,2,6,A_doc,-0.003147,
random_random,logit_diff,2,6,B_doc,0.000478,
random_random,logit_diff,2,6,END,-0.004250,
random_random,logit_diff,2,7,A_def,0.000758,
random_random,logit_diff,2,7,B_def,0.000211,
random_random,logit_diff,2,7,comma_B,0.000000,
random_random,logit_diff,2,7,C_def,0.000072,
random_random,logit_diff,2,7,A_doc,-0.000659,
random_random,logit_diff,2,7,B_doc,-0.001009,
random_random,logit_diff,2,7,END,-0.003288,
random_random,logit_diff,3,0,A_def,0.000000,argument mover
random_random,logit_diff,3,0,B_def,0.000000,argument mover
random_random,logit_diff,3,0,comma_B,0.000000,argument mover
random_random,logit_diff,3,0,C_def,0.000000,argument mover
random_random,logit_diff,3,0,A_doc,0.000000,argument mover
random_random,logit_diff,3,0,B_doc,0.000000,argument mover
random_random,logit_diff,3,0,END,0.588424,argument mover
random_random,logit_diff,3,1,A_def,0.000000,
random_random,logit_diff,3,1,B_def,0.000000,
random_random,logit_diff,3,1,comma_B,0.000000,
random_random,logit_diff,3,1,C_def,0.000000,
random_random,logit_diff,3,1,A_doc,0.000000,
random_random,logit_diff,3,1,B_doc,0.000000,
random_random,logit_diff,3,1,END,-0.001278,
random_random,logit_diff,3,2,A_def,0.000000,
random_random,logit_diff,3,2,B_def,0.000000,
random_random,logit_diff,3,2,comma_B,0.000000,
random_random,logit_diff,3,2,C_def,0.000000,
random_random,logit_diff,3,2,A_doc,0.000000,
random_random,logit_diff,3,2,B_doc,0.000000,
random_random,logit_diff,3,2,END,0.008121,
random_random,logit_diff,3,3,A_def,0.000000,
random_random,logit_diff,3,3,B_def,0.000000,
random_random,logit_diff,3,3,comma_B,0.000000,
random_random,logit_diff,3,3,C_def,0.000000,
random_random,logit_diff,3,3,A_doc,0.000000,
random_random,logit_diff,3,3,B_doc,0.000000,
random_random,logit_diff,3,3,END,0.023843,
random_random,logit_diff,3,4,A_def,0.000000,
random_random,logit_diff,3,4,B_def,0.000000,
random_random,logit_diff,3,4,comma_B,0.000000,
random_random,logit_diff,3,4,C_def,0.000000,
random_random,logit_diff,3,4,A_doc,0.000000,
random_random,logit_diff,3,4,B_doc,0.000000,
random_random,logit_diff,3,4,END,0.009406,
random_random,logit_diff,3,5,A_def,0.000000,
random_random,logit_diff,3,5,B_def,0.000000,
random_random,logit_diff,3,5,comma_B,0.000000,
random_random,logit_diff,3,5,C_def,0.000000,
random_random,logit_diff,3,5,A_doc,0.000000,
random_random,logit_diff,3,5,B_doc,0.000000,
random_random,logit_diff,3,5,END,0.032418,
random_random,logit_diff,3,6,A_def,0.000000,argument mover
random_random,logit_diff,3,6,B_def,0.000000,argument mover
random_random,logit_diff,3,6,comma_B,0.000000,argument mover
random_random,logit_diff,3,6,C_def,0.000000,argument mover
random_random,logit_diff,3,6,A_doc,0.000000,argument mover
random_random,logit_diff,3,6,B_doc,0.000000,argument mover
random_random,logit_diff,3,6,END,0.550798,argument mover
random_random,logit_diff,3,7,A_def,0.000000,
random_random,logit_diff,3,7,B_def,0.000000,
random_random,logit_diff,3,7,comma_B,0.000000,
random_random,logit_diff,3,7,C_def,0.000000,
random_random,logit_diff,3,7,A_doc,0.000000,
random_random,logit_diff,3,7,B_doc,0.000000,
random_random,logit_diff,3,7,END,0.002825,
random_random,kl,0,0,A_def,0.014083,
random_random,kl,0,0,B_def,0.009823,
random_random,kl,0,0,comma_B,-0.000043,
random_random,kl,0,0,C_def,0.034183,
random_random,kl,0,0,A_doc,0.001938,
random_random,kl,0,0,B_doc,0.006031,
random_random,kl,0,0,END,-0.000034,
random_random,kl,0,1,A_def,0.012936,
random_random,kl,0,1,B_def,0.014645,
random_random,kl,0,1,comma_B,-0.000000,
random_random,kl,0,1,C_def,0.019961,
random_random,kl,0,1,A_doc,-0.001455,
random_random,kl,0,1,B_doc,-0.014102,
random_random,kl,0,1,END,-0.000040,
random_random,kl,0,2,A_def,-0.000003,
random_random,kl,0,2,B_def,-0.000678,
random_random,kl,0,2,comma_B,0.001655,
random_random,kl,0,2,C_def,0.001867,
random_random,kl,0,2,A_doc,0.000784,
random_random,kl,0,2,B_doc,0.000765,
random_random,kl,0,2,END,0.000387,
random_random,kl,0,3,A_def,0.000463,
random_random,kl,0,3,B_def,0.001401,
random_random,kl,0,3,comma_B,0.000082,
random_random,kl,0,3,C_def,-0.000259,
random_random,kl,0,3,A_doc,0.000507,
random_random,kl,0,3,B_doc,0.000952,
random_random,kl,0,3,END,0.000213,
random_random,kl,0,4,A_def,-0.000038,
random_random,kl,0,4,B_def,-0.000207,
random_random,kl,0,4,comma_B,-0.000471,
random_random,kl,0,4,C_def,0.000021,
random_random,kl,0,4,A_doc,0.000089,
random_random,kl,0,4,B_doc,0.000372,
random_random,kl,0,4,END,0.001145,
random_random,kl,0,5,A_def,0.033035,duplicate token
random_random,kl,0,5,B_def,0.026601,duplicate token
random_random,kl,0,5,comma_B,-0.000007,duplicate token
random_random,kl,0,5,C_def,0.064011,duplicate token
random_random,kl,0,5,A_doc,0.008603,duplicate token
random_random,kl,0,5,B_doc,0.029735,duplicate token
random_random,kl,0,5,END,-0.000005,duplicate token
random_random,kl,0,6,A_def,0.000483,
random_random,kl,0,6,B_def,-0.000952,
random_random,kl,0,6,comma_B,-0.000029,
random_random,kl,0,6,C_def,0.001894,
random_random,kl,0,6,A_doc,0.001244,
random_random,kl,0,6,B_doc,0.002302,
random_random,kl,0,6,END,-0.000137,
random_random,kl,0,7,A_def,-0.000633,
random_random,kl,0,7,B_def,0.003066,
random_random,kl,0,7,comma_B,0.000046,
random_random,kl,0,7,C_def,0.001892,
random_random,kl,0,7,A_doc,0.001017,
random_random,kl,0,7,B_doc,0.002005,
random_random,kl,0,7,END,0.000013,
random_random,kl,1,0,A_def,0.001928,
random_random,kl,1,0,B_def,0.001207,
random_random,kl,1,0,comma_B,0.000212,
random_random,kl,1,0,C_def,0.008883,
random_random,kl,1,0,A_doc,0.000250,
random_random,kl,1,0,B_doc,0.000881,
random_random,kl,1,0,END,-0.000118,
random_random,kl,1,1,A_def,-0.001151,
random_random,kl,1,1,B_def,0.001149,
random_random,kl,1,1,comma_B,-0.000420,
random_random,kl,1,1,C_def,0.000658,
random_random,kl,1,1,A_doc,0.000595,
random_random,kl,1,1,B_doc,0.000496,
random_random,kl,1,1,END,0.000314,
random_random,kl,1,2,A_def,-0.001975,duplicate token
random_random,kl,1,2,B_def,-0.001187,duplicate token
random_random,kl,1,2,comma_B,0.000081,duplicate token
random_random,kl,1,2,C_def,-0.002826,duplicate token
random_random,kl,1,2,A_doc,-0.005189,duplicate token
random_random,kl,1,2,B_doc,-0.007002,duplicate token
random_random,kl,1,2,END,0.000184,duplicate token
random_random,kl,1,3,A_def,0.002323,
random_random,kl,1,3,B_def,0.001856,
random_random,kl,1,3,comma_B,-0.000157,
random_random,kl,1,3,C_def,0.004643,
random_random,kl,1,3,A_doc,0.001150,
random_random,kl,1,3,B_doc,0.001722,
random_random,kl,1,3,END,0.004003,
random_random,kl,1,4,A_def,0.000230,induction + fuzzy previous token
random_random,kl,1,4,B_def,-0.000239,induction + fuzzy previous token
random_random,kl,1,4,comma_B,-0.004280,induction + fuzzy previous token
random_random,kl,1,4,C_def,0.000770,induction + fuzzy previous token
random_random,kl,1,4,A_doc,-0.000057,induction + fuzzy previous token
random_random,kl,1,4,B_doc,-0.000298,induction + fuzzy previous token
random_random,kl,1,4,END,0.022478,induction + fuzzy previous token
random_random,kl,1,5,A_def,0.001932,
random_random,kl,1,5,B_def,0.002488,
random_random,kl,1,5,comma_B,0.000516,
random_random,kl,1,5,C_def,0.001526,
random_random,kl,1,5,A_doc,0.000209,
random_random,kl,1,5,B_doc,-0.001706,
random_random,kl,1,5,END,-0.000069,
random_random,kl,1,6,A_def,0.000606,
random_random,kl,1,6,B_def,-0.000033,
random_random,kl,1,6,comma_B,-0.000057,
random_random,kl,1,6,C_def,0.000217,
random_random,kl,1,6,A_doc,0.000432,
random_random,kl,1,6,B_doc,0.001607,
random_random,kl,1,6,END,0.000111,
random_random,kl,1,7,A_def,-0.000456,
random_random,kl,1,7,B_def,0.001912,
random_random,kl,1,7,comma_B,0.000101,
random_random,kl,1,7,C_def,0.001371,
random_random,kl,1,7,A_doc,0.000404,
random_random,kl,1,7,B_doc,-0.000662,
random_random,kl,1,7,END,-0.000039,
random_random,kl,2,0,A_def,-0.000292,fuzzy previous token
random_random,kl,2,0,B_def,-0.006793,fuzzy previous token
random_random,kl,2,0,comma_B,0.000213,fuzzy previous token
random_random,kl,2,0,C_def,-0.001415,fuzzy previous token
random_random,kl,2,0,A_doc,0.000566,fuzzy previous token
random_random,kl,2,0,B_doc,0.001591,fuzzy previous token
random_random,kl,2,0,END,-0.000731,fuzzy previous token
random_random,kl,2,1,A_def,-0.000144,
random_random,kl,2,1,B_def,0.001595,
random_random,kl,2,1,comma_B,0.000003,
random_random,kl,2,1,C_def,0.002737,
random_random,kl,2,1,A_doc,0.000074,
random_random,kl,2,1,B_doc,-0.000362,
random_random,kl,2,1,END,-0.001334,
random_random,kl,2,2,A_def,0.000797,
random_random,kl,2,2,B_def,0.002423,
random_random,kl,2,2,comma_B,-0.000131,
random_random,kl,2,2,C_def,-0.004853,
random_random,kl,2,2,A_doc,-0.000905,
random_random,kl,2,2,B_doc,0.001314,
random_random,kl,2,2,END,0.009189,
random_random,kl,2,3,A_def,0.005646,
random_random,kl,2,3,B_def,0.014192,
random_random,kl,2,3,comma_B,0.000096,
random_random,kl,2,3,C_def,0.027750,
random_random,kl,2,3,A_doc,0.005940,
random_random,kl,2,3,B_doc,0.010243,
random_random,kl,2,3,END,0.122060,
random_random,kl,2,4,A_def,0.000084,
random_random,kl,2,4,B_def,-0.000217,
random_random,kl,2,4,comma_B,0.000006,
random_random,kl,2,4,C_def,0.000020,
random_random,kl,2,4,A_doc,0.000039,
random_random,kl,2,4,B_doc,0.001234,
random_random,kl,2,4,END,0.001512,
random_random,kl,2,5,A_def,0.000678,
random_random,kl,2,5,B_def,0.001750,
random_random,kl,2,5,comma_B,-0.000022,
random_random,kl,2,5,C_def,0.010119,
random_random,kl,2,5,A_doc,-0.001636,
random_random,kl,2,5,B_doc,0.000359,
random_random,kl,2,5,END,-0.002531,
random_random,kl,2,6,A_def,0.000161,
random_random,kl,2,6,B_def,-0.000233,
random_random,kl,2,6,comma_B,-0.000001,
random_random,kl,2,6,C_def,0.000343,
random_random,kl,2,6,A_doc,-0.001135,
random_random,kl,2,6,B_doc,0.001780,
random_random,kl,2,6,END,0.000117,
random_random,kl,2,7,A_def,0.000683,
random_random,kl,2,7,B_def,-0.000064,
random_random,kl,2,7,comma_B,0.000010,
random_random,kl,2,7,C_def,0.000492,
random_random,kl,2,7,A_doc,-0.000222,
random_random,kl,2,7,B_doc,0.001296,
random_random,kl,2,7,END,-0.001586,
random_random,kl,3,0,A_def,0.000000,argument mover
random_random,kl,3,0,B_def,0.000000,argument mover
random_random,kl,3,0,comma_B,0.000000,argument mover
random_random,kl,3,0,C_def,0.000000,argument mover
random_random,kl,3,0,A_doc,0.000000,argument mover
random_random,kl,3,0,B_doc,0.000000,argument mover
random_random,kl,3,0,END,0.587145,argument mover
random_random,kl,3,1,A_def,0.000000,
random_random,kl,3,1,B_def,0.000000,
random_random,kl,3,1,comma_B,0.000000,
random_random,kl,3,1,C_def,0.000000,
random_random,kl,3,1,A_doc,0.000000,
random_random,kl,3,1,B_doc,0.000000,
random_random,kl,3,1,END,0.006012,
random_random,kl,3,2,A_def,0.000000,
random_random,kl,3,2,B_def,0.000000,
random_random,kl,3,2,comma_B,0.000000,
random_random,kl,3,2,C_def,0.000000,
random_random,kl,3,2,A_doc,0.000000,
random_random,kl,3,2,B_doc,0.000000,
random_random,kl,3,2,END,0.011577,
random_random,kl,3,3,A_def,0.000000,
random_random,kl,3,3,B_def,0.000000,
random_random,kl,3,3,comma_B,0.000000,
random_random,kl,3,3,C_def,0.000000,
random_random,kl,3,3,A_doc,0.000000,
random_random,kl,3,3,B_doc,0.000000,
random_random,kl,3,3,END,0.035027,
random_random,kl,3,4,A_def,0.000000,
random_random,kl,3,4,B_def,0.000000,
random_random,kl,3,4,comma_B,0.000000,
random_random,kl,3,4,C_def,0.000000,
random_random,kl,3,4,A_doc,0.000000,
random_random,kl,3,4,B_doc,0.000000,
random_random,kl,3,4,END,0.014660,
random_random,kl,3,5,A_def,0.000000,
random_random,kl,3,5,B_def,0.000000,
random_random,kl,3,5,comma_B,0.000000,
random_random,kl,3,5,C_def,0.000000,
random_random,kl,3,5,A_doc,0.000000,
random_random,kl,3,5,B_doc,0.000000,
random_random,kl,3,5,END,0.064622,
random_random,kl,3,6,A_def,0.000000,argument mover
random_random,kl,3,6,B_def,0.000000,argument mover
random_random,kl,3,6,comma_B,0.000000,argument mover
random_random,kl,3,6,C_def,0.000000,argument mover
random_random,kl,3,6,A_doc,0.000000,argument mover
random_random,kl,3,6,B_doc,0.000000,argument mover
random_random,kl,3,6,END,0.521581,argument mover
random_random,kl,3,7,A_def,0.000000,
random_random,kl,3,7,B_def,0.000000,
random_random,kl,3,7,comma_B,0.000000,
random_random,kl,3,7,C_def,0.000000,
random_random,kl,3,7,A_doc,0.000000,
random_random,kl,3,7,B_doc,0.000000,
random_random,kl,3,7,END,-0.009587,
random_random,tv,0,0,A_def,0.006269,
random_random,tv,0,0,B_def,0.004330,
random_random,tv,0,0,comma_B,-0.000216,
random_random,tv,0,0,C_def,0.005794,
random_random,tv,0,0,A_doc,0.000865,
random_random,tv,0,0,B_doc,0.003283,
random_random,tv,0,0,END,0.000005,
random_random,tv,0,1,A_def,0.006459,
random_random,tv,0,1,B_def,0.006982,
random_random,tv,0,1,comma_B,-0.000002,
random_random,tv,0,1,C_def,0.002263,
random_random,tv,0,1,A_doc,-0.000179,
random_random,tv,0,1,B_doc,-0.004629,
random_random,tv,0,1,END,-0.000017,
random_random,tv,0,2,A_def,-0.000203,
random_random,tv,0,2,B_def,-0.000274,
random_random,tv,0,2,comma_B,0.000829,
random_random,tv,0,2,C_def,-0.000007,
random_random,tv,0,2,A_doc,0.000304,
random_random,tv,0,2,B_doc,-0.000135,
random_random,tv,0,2,END,0.000218,
random_random,tv,0,3,A_def,-0.000450,
random_random,tv,0,3,B_def,0.000498,
random_random,tv,0,3,comma_B,-0.000005,
random_random,tv,0,3,C_def,-0.000758,
random_random,tv,0,3,A_doc,0.000127,
random_random,tv,0,3,B_doc,-0.000281,
random_random,tv,0,3,END,0.000089,
random_random,tv,0,4,A_def,-0.000317,
random_random,tv,0,4,B_def,-0.000112,
random_random,tv,0,4,comma_B,-0.000011,
random_random,tv,0,4,C_def,0.000188,
random_random,tv,0,4,A_doc,0.000071,
random_random,tv,0,4,B_doc,-0.000147,
random_random,tv,0,4,END,-0.000292,
random_random,tv,0,5,A_def,0.009934,duplicate token
random_random,tv,0,5,B_def,0.007837,duplicate token
random_random,tv,0,5,comma_B,-0.000003,duplicate token
random_random,tv,0,5,C_def,0.009455,duplicate token
random_random,tv,0,5,A_doc,0.001185,duplicate token
random_random,tv,0,5,B_doc,0.012357,duplicate token
random_random,tv,0,5,END,-0.000008,duplicate token
random_random,tv,0,6,A_def,-0.000783,
random_random,tv,0,6,B_def,-0.000051,
random_random,tv,0,6,comma_B,-0.000084,
random_random,tv,0,6,C_def,0.000792,
random_random,tv,0,6,A_doc,0.000855,
random_random,tv,0,6,B_doc,0.000858,
random_random,tv,0,6,END,-0.000299,
random_random,tv,0,7,A_def,-0.000551,
random_random,tv,0,7,B_def,0.001459,
random_random,tv,0,7,comma_B,0.000006,
random_random,tv,0,7,C_def,-0.000003,
random_random,tv,0,7,A_doc,0.000809,
random_random,tv,0,7,B_doc,0.001590,
random_random,tv,0,7,END,-0.000030,
random_random,tv,1,0,A_def,0.000866,
random_random,tv,1,0,B_def,-0.000046,
random_random,tv,1,0,comma_B,0.000129,
random_random,tv,1,0,C_def,0.003094,
random_random,tv,1,0,A_doc,-0.000061,
random_random,tv,1,0,B_doc,0.000372,
random_random,tv,1,0,END,-0.000459,
random_random,tv,1,1,A_def,-0.000969,
random_random,tv,1,1,B_def,0.000112,
random_random,tv,1,1,comma_B,-0.000251,
random_random,tv,1,1,C_def,-0.000228,
random_random,tv,1,1,A_doc,0.000121,
random_random,tv,1,1,B_doc,-0.000265,
random_random,tv,1,1,END,0.000560,
random_random,tv,1,2,A_def,-0.000367,duplicate token
random_random,tv,1,2,B_def,0.000739,duplicate token
random_random,tv,1,2,comma_B,0.000046,duplicate token
random_random,tv,1,2,C_def,0.000926,duplicate token
random_random,tv,1,2,A_doc,-0.002107,duplicate token
random_random,tv,1,2,B_doc,-0.002802,duplicate token
random_random,tv,1,2,END,0.000096,duplicate token
random_random,tv,1,3,A_def,0.001614,
random_random,tv,1,3,B_def,0.000764,
random_random,tv,1,3,comma_B,-0.000051,
random_random,tv,1,3,C_def,0.000509,
random_random,tv,1,3,A_doc,0.000383,
random_random,tv,1,3,B_doc,0.000764,
random_random,tv,1,3,END,0.001240,
random_random,tv,1,4,A_def,0.000116,induction + fuzzy previous token
random_random,tv,1,4,B_def,-0.000235,induction + fuzzy previous token
random_random,tv,1,4,comma_B,-0.001731,induction + fuzzy previous token
random_random,tv,1,4,C_def,0.000256,induction + fuzzy previous token
random_random,tv,1,4,A_doc,-0.000033,induction + fuzzy previous token
random_random,tv,1,4,B_doc,-0.000159,induction + fuzzy previous token
random_random,tv,1,4,END,0.018339,induction + fuzzy previous token
random_random,tv,1,5,A_def,0.002307,
random_random,tv,1,5,B_def,0.001928,
random_random,tv,1,5,comma_B,0.000333,
random_random,tv,1,5,C_def,0.000799,
random_random,tv,1,5,A_doc,0.000110,
random_random,tv,1,5,B_doc,-0.000144,
random_random,tv,1,5,END,-0.000423,
random_random,tv,1,6,A_def,0.000118,
random_random,tv,1,6,B_def,-0.000249,
random_random,tv,1,6,comma_B,-0.000090,
random_random,tv,1,6,C_def,-0.000170,
random_random,tv,1,6,A_doc,0.000443,
random_random,tv,1,6,B_doc,0.000654,
random_random,tv,1,6,END,-0.000233,
random_random,tv,1,7,A_def,-0.000775,
random_random,tv,1,7,B_def,0.001031,
random_random,tv,1,7,comma_B,0.000006,
random_random,tv,1,7,C_def,-0.000058,
random_random,tv,1,7,A_doc,-0.000056,
random_random,tv,1,7,B_doc,0.000226,
random_random,tv,1,7,END,0.000010,
random_random,tv,2,0,A_def,0.001068,fuzzy previous token
random_random,tv,2,0,B_def,0.000385,fuzzy previous token
random_random,tv,2,0,comma_B,0.000155,fuzzy previous token
random_random,tv,2,0,C_def,0.000694,fuzzy previous token
random_random,tv,2,0,A_doc,-0.000002,fuzzy previous token
random_random,tv,2,0,B_doc,0.000214,fuzzy previous token
random_random,tv,2,0,END,-0.000083,fuzzy previous token
random_random,tv,2,1,A_def,0.000150,
random_random,tv,2,1,B_def,0.000134,
random_random,tv,2,1,comma_B,-0.000004,
random_random,tv,2,1,C_def,0.000283,
random_random,tv,2,1,A_doc,-0.000040,
random_random,tv,2,1,B_doc,-0.000242,
random_random,tv,2,1,END,-0.000420,
random_random,tv,2,2,A_def,0.001019,
random_random,tv,2,2,B_def,0.004164,
random_random,tv,2,2,comma_B,-0.000073,
random_random,tv,2,2,C_def,0.000332,
random_random,tv,2,2,A_doc,-0.000523,
random_random,tv,2,2,B_doc,-0.000801,
random_random,tv,2,2,END,0.001415,
random_random,tv,2,3,A_def,0.001570,
random_random,tv,2,3,B_def,0.003906,
random_random,tv,2,3,comma_B,0.000040,
random_random,tv,2,3,C_def,0.005635,
