corruption,metric,layer,head,position,effect,published_class
yy01,tv,0,1,NOUN,0.000000,
yy01,tv,0,1,XX1,0.000000,
yy01,tv,0,1,YY,0.032269,
yy01,tv,0,1,YY+1,-0.000001,
yy01,tv,0,1,END,0.000001,
yy01,tv,0,2,NOUN,0.000000,
yy01,tv,0,2,XX1,0.000000,
yy01,tv,0,2,YY,-0.000665,
yy01,tv,0,2,YY+1,-0.000021,
yy01,tv,0,2,END,0.000155,
yy01,tv,0,3,NOUN,0.000000,
yy01,tv,0,3,XX1,0.000000,
yy01,tv,0,3,YY,0.008183,
yy01,tv,0,3,YY+1,0.000413,
yy01,tv,0,3,END,0.000008,
yy01,tv,0,4,NOUN,0.000000,
yy01,tv,0,4,XX1,0.000000,
yy01,tv,0,4,YY,0.010257,
yy01,tv,0,4,YY+1,-0.000078,
yy01,tv,0,4,END,0.000043,
yy01,tv,0,5,NOUN,0.000000,
yy01,tv,0,5,XX1,0.000000,
yy01,tv,0,5,YY,0.015977,
yy01,tv,0,5,YY+1,-0.000012,
yy01,tv,0,5,END,-0.000000,
yy01,tv,0,6,NOUN,0.000000,
yy01,tv,0,6,XX1,0.000000,
yy01,tv,0,6,YY,0.001541,
yy01,tv,0,6,YY+1,-0.000141,
yy01,tv,0,6,END,-0.000746,
yy01,tv,0,7,NOUN,0.000000,
yy01,tv,0,7,XX1,0.000000,
yy01,tv,0,7,YY,0.004852,
yy01,tv,0,7,YY+1,0.000429,
yy01,tv,0,7,END,-0.000081,
yy01,tv,0,8,NOUN,0.000000,
yy01,tv,0,8,XX1,0.000000,
yy01,tv,0,8,YY,0.001400,
yy01,tv,0,8,YY+1,0.000004,
yy01,tv,0,8,END,0.000731,
yy01,tv,0,9,NOUN,0.000000,
yy01,tv,0,9,XX1,0.000000,
yy01,tv,0,9,YY,0.000342,
yy01,tv,0,9,YY+1,-0.000160,
yy01,tv,0,9,END,0.001014,
yy01,tv,0,10,NOUN,0.000000,
yy01,tv,0,10,XX1,0.000000,
yy01,tv,0,10,YY,-0.008091,
yy01,tv,0,10,YY+1,0.000131,
yy01,tv,0,10,END,-0.000832,
yy01,tv,0,11,NOUN,0.000000,
yy01,tv,0,11,XX1,0.000000,
yy01,tv,0,11,YY,0.000745,
yy01,tv,0,11,YY+1,-0.000156,
yy01,tv,0,11,END,-0.000400,
yy01,tv,1,0,NOUN,0.000000,
yy01,tv,1,0,XX1,0.000000,
yy01,tv,1,0,YY,0.003215,
yy01,tv,1,0,YY+1,0.000118,
yy01,tv,1,0,END,0.000773,
yy01,tv,1,1,NOUN,0.000000,
yy01,tv,1,1,XX1,0.000000,
yy01,tv,1,1,YY,-0.000564,
yy01,tv,1,1,YY+1,-0.000067,
yy01,tv,1,1,END,-0.000004,
yy01,tv,1,2,NOUN,0.000000,
yy01,tv,1,2,XX1,0.000000,
yy01,tv,1,2,YY,-0.000573,
yy01,tv,1,2,YY+1,0.000088,
yy01,tv,1,2,END,0.000029,
yy01,tv,1,3,NOUN,0.000000,
yy01,tv,1,3,XX1,0.000000,
yy01,tv,1,3,YY,0.000303,
yy01,tv,1,3,YY+1,0.000059,
yy01,tv,1,3,END,-0.000057,
yy01,tv,1,4,NOUN,0.000000,
yy01,tv,1,4,XX1,0.000000,
yy01,tv,1,4,YY,0.000834,
yy01,tv,1,4,YY+1,0.000086,
yy01,tv,1,4,END,0.000635,
yy01,tv,1,5,NOUN,0.000000,
yy01,tv,1,5,XX1,0.000000,
yy01,tv,1,5,YY,-0.002793,
yy01,tv,1,5,YY+1,0.000090,
yy01,tv,1,5,END,-0.000417,
yy01,tv,1,6,NOUN,0.000000,
yy01,tv,1,6,XX1,0.000000,
yy01,tv,1,6,YY,0.003427,
yy01,tv,1,6,YY+1,-0.000062,
yy01,tv,1,6,END,-0.001161,
yy01,tv,1,7,NOUN,0.000000,
yy01,tv,1,7,XX1,0.000000,
yy01,tv,1,7,YY,0.002606,
yy01,tv,1,7,YY+1,-0.000245,
yy01,tv,1,7,END,-0.001411,
yy01,tv,1,8,NOUN,0.000000,
yy01,tv,1,8,XX1,0.000000,
yy01,tv,1,8,YY,-0.000040,
yy01,tv,1,8,YY+1,0.000042,
yy01,tv,1,8,END,-0.000406,
yy01,tv,1,9,NOUN,0.000000,
yy01,tv,1,9,XX1,0.000000,
yy01,tv,1,9,YY,-0.002369,
yy01,tv,1,9,YY+1,0.000054,
yy01,tv,1,9,END,0.000192,
yy01,tv,1,10,NOUN,0.000000,
yy01,tv,1,10,XX1,0.000000,
yy01,tv,1,10,YY,-0.000489,
yy01,tv,1,10,YY+1,-0.000100,
yy01,tv,1,10,END,0.000014,
yy01,tv,1,11,NOUN,0.000000,
yy01,tv,1,11,XX1,0.000000,
yy01,tv,1,11,YY,-0.005778,
yy01,tv,1,11,YY+1,-0.000191,
yy01,tv,1,11,END,0.000305,
yy01,tv,2,0,NOUN,0.000000,
yy01,tv,2,0,XX1,0.000000,
yy01,tv,2,0,YY,-0.000268,
yy01,tv,2,0,YY+1,0.000161,
yy01,tv,2,0,END,-0.000271,
yy01,tv,2,1,NOUN,0.000000,
yy01,tv,2,1,XX1,0.000000,
yy01,tv,2,1,YY,0.001266,
yy01,tv,2,1,YY+1,0.000068,
yy01,tv,2,1,END,-0.000429,
yy01,tv,2,2,NOUN,0.000000,
yy01,tv,2,2,XX1,0.000000,
yy01,tv,2,2,YY,0.000119,
yy01,tv,2,2,YY+1,0.000780,
yy01,tv,2,2,END,-0.000210,
yy01,tv,2,3,NOUN,0.000000,
yy01,tv,2,3,XX1,0.000000,
yy01,tv,2,3,YY,-0.000629,
yy01,tv,2,3,YY+1,-0.000008,
yy01,tv,2,3,END,-0.000102,
yy01,tv,2,4,NOUN,0.000000,
yy01,tv,2,4,XX1,0.000000,
yy01,tv,2,4,YY,0.004521,
yy01,tv,2,4,YY+1,0.000026,
yy01,tv,2,4,END,0.000323,
yy01,tv,2,5,NOUN,0.000000,
yy01,tv,2,5,XX1,0.000000,
yy01,tv,2,5,YY,-0.000700,
yy01,tv,2,5,YY+1,0.000420,
yy01,tv,2,5,END,-0.000300,
yy01,tv,2,6,NOUN,0.000000,
yy01,tv,2,6,XX1,0.000000,
yy01,tv,2,6,YY,-0.000957,
yy01,tv,2,6,YY+1,-0.000052,
yy01,tv,2,6,END,0.000023,
yy01,tv,2,7,NOUN,0.000000,
yy01,tv,2,7,XX1,0.000000,
yy01,tv,2,7,YY,-0.001643,
yy01,tv,2,7,YY+1,0.000025,
yy01,tv,2,7,END,-0.000042,
yy01,tv,2,8,NOUN,0.000000,
yy01,tv,2,8,XX1,0.000000,
yy01,tv,2,8,YY,0.000638,
yy01,tv,2,8,YY+1,-0.000192,
yy01,tv,2,8,END,0.000163,
yy01,tv,2,9,NOUN,0.000000,
yy01,tv,2,9,XX1,0.000000,
yy01,tv,2,9,YY,0.002656,
yy01,tv,2,9,YY+1,0.000182,
yy01,tv,2,9,END,0.000212,
yy01,tv,2,10,NOUN,0.000000,
yy01,tv,2,10,XX1,0.000000,
yy01,tv,2,10,YY,-0.000784,
yy01,tv,2,10,YY+1,-0.000165,
yy01,tv,2,10,END,-0.000071,
yy01,tv,2,11,NOUN,0.000000,
yy01,tv,2,11,XX1,0.000000,
yy01,tv,2,11,YY,0.000083,
yy01,tv,2,11,YY+1,-0.000277,
yy01,tv,2,11,END,-0.000474,
yy01,tv,3,0,NOUN,0.000000,
yy01,tv,3,0,XX1,0.000000,
yy01,tv,3,0,YY,0.001058,
yy01,tv,3,0,YY+1,-0.000002,
yy01,tv,3,0,END,-0.000094,
yy01,tv,3,1,NOUN,0.000000,
yy01,tv,3,1,XX1,0.000000,
yy01,tv,3,1,YY,0.000113,
yy01,tv,3,1,YY+1,-0.000155,
yy01,tv,3,1,END,0.000805,
yy01,tv,3,2,NOUN,0.000000,
yy01,tv,3,2,XX1,0.000000,
yy01,tv,3,2,YY,0.000389,
yy01,tv,3,2,YY+1,-0.000035,
yy01,tv,3,2,END,-0.000404,
yy01,tv,3,3,NOUN,0.000000,
yy01,tv,3,3,XX1,0.000000,
yy01,tv,3,3,YY,0.001512,
yy01,tv,3,3,YY+1,0.001619,
yy01,tv,3,3,END,0.001527,
yy01,tv,3,4,NOUN,0.000000,
yy01,tv,3,4,XX1,0.000000,
yy01,tv,3,4,YY,-0.002191,
yy01,tv,3,4,YY+1,0.000074,
yy01,tv,3,4,END,0.000954,
yy01,tv,3,5,NOUN,0.000000,
yy01,tv,3,5,XX1,0.000000,
yy01,tv,3,5,YY,0.000557,
yy01,tv,3,5,YY+1,0.000342,
yy01,tv,3,5,END,-0.000027,
yy01,tv,3,6,NOUN,0.000000,
yy01,tv,3,6,XX1,0.000000,
yy01,tv,3,6,YY,0.002915,
yy01,tv,3,6,YY+1,0.001036,
yy01,tv,3,6,END,-0.000854,
yy01,tv,3,7,NOUN,0.000000,
yy01,tv,3,7,XX1,0.000000,
yy01,tv,3,7,YY,0.001648,
yy01,tv,3,7,YY+1,-0.000144,
yy01,tv,3,7,END,-0.001944,
yy01,tv,3,8,NOUN,0.000000,
yy01,tv,3,8,XX1,0.000000,
yy01,tv,3,8,YY,-0.000497,
yy01,tv,3,8,YY+1,0.000459,
yy01,tv,3,8,END,-0.000057,
yy01,tv,3,9,NOUN,0.000000,
yy01,tv,3,9,XX1,0.000000,
yy01,tv,3,9,YY,0.005748,
yy01,tv,3,9,YY+1,-0.000197,
yy01,tv,3,9,END,0.000979,
yy01,tv,3,10,NOUN,0.000000,
yy01,tv,3,10,XX1,0.000000,
yy01,tv,3,10,YY,-0.002436,
yy01,tv,3,10,YY+1,-0.000553,
yy01,tv,3,10,END,-0.000016,
yy01,tv,3,11,NOUN,0.000000,
yy01,tv,3,11,XX1,0.000000,
yy01,tv,3,11,YY,-0.000515,
yy01,tv,3,11,YY+1,-0.000026,
yy01,tv,3,11,END,0.000177,
yy01,tv,4,0,NOUN,0.000000,
yy01,tv,4,0,XX1,0.000000,
yy01,tv,4,0,YY,-0.001208,
yy01,tv,4,0,YY+1,0.000027,
yy01,tv,4,0,END,-0.000143,
yy01,tv,4,1,NOUN,0.000000,
yy01,tv,4,1,XX1,0.000000,
yy01,tv,4,1,YY,0.001778,
yy01,tv,4,1,YY+1,-0.000415,
yy01,tv,4,1,END,-0.001429,
yy01,tv,4,2,NOUN,0.000000,
yy01,tv,4,2,XX1,0.000000,
yy01,tv,4,2,YY,-0.000188,
yy01,tv,4,2,YY+1,-0.000024,
yy01,tv,4,2,END,-0.000110,
yy01,tv,4,3,NOUN,0.000000,
yy01,tv,4,3,XX1,0.000000,
yy01,tv,4,3,YY,-0.000246,
yy01,tv,4,3,YY+1,0.000209,
yy01,tv,4,3,END,-0.002385,
yy01,tv,4,4,NOUN,0.000000,
yy01,tv,4,4,XX1,0.000000,
yy01,tv,4,4,YY,-0.003931,
yy01,tv,4,4,YY+1,0.000002,
yy01,tv,4,4,END,0.000263,
yy01,tv,4,5,NOUN,0.000000,
yy01,tv,4,5,XX1,0.000000,
yy01,tv,4,5,YY,0.000335,
yy01,tv,4,5,YY+1,0.000028,
yy01,tv,4,5,END,-0.000598,
yy01,tv,4,6,NOUN,0.000000,
yy01,tv,4,6,XX1,0.000000,
yy01,tv,4,6,YY,-0.002659,
yy01,tv,4,6,YY+1,-0.000018,
yy01,tv,4,6,END,-0.000596,
yy01,tv,4,7,NOUN,0.000000,
yy01,tv,4,7,XX1,0.000000,
yy01,tv,4,7,YY,-0.005125,
yy01,tv,4,7,YY+1,-0.000606,
yy01,tv,4,7,END,-0.001331,
yy01,tv,4,8,NOUN,0.000000,
yy01,tv,4,8,XX1,0.000000,
yy01,tv,4,8,YY,0.005126,
yy01,tv,4,8,YY+1,-0.000015,
yy01,tv,4,8,END,0.002656,
yy01,tv,4,9,NOUN,0.000000,
yy01,tv,4,9,XX1,0.000000,
yy01,tv,4,9,YY,0.000952,
yy01,tv,4,9,YY+1,0.000271,
yy01,tv,4,9,END,0.000050,
yy01,tv,4,10,NOUN,0.000000,
yy01,tv,4,10,XX1,0.000000,
yy01,tv,4,10,YY,-0.006282,
yy01,tv,4,10,YY+1,-0.000263,
yy01,tv,4,10,END,0.000586,
yy01,tv,4,11,NOUN,0.000000,
yy01,tv,4,11,XX1,0.000000,
yy01,tv,4,11,YY,0.000010,
yy01,tv,4,11,YY+1,0.001748,
yy01,tv,4,11,END,0.000149,
yy01,tv,5,0,NOUN,0.000000,
yy01,tv,5,0,XX1,0.000000,
yy01,tv,5,0,YY,-0.000033,
yy01,tv,5,0,YY+1,0.000023,
yy01,tv,5,0,END,-0.000487,
yy01,tv,5,1,NOUN,0.000000,year head -> MLP 8
yy01,tv,5,1,XX1,0.000000,year head -> MLP 8
yy01,tv,5,1,YY,-0.000003,year head -> MLP 8
yy01,tv,5,1,YY+1,0.000006,year head -> MLP 8
yy01,tv,5,1,END,0.057421,year head -> MLP 8
yy01,tv,5,2,NOUN,0.000000,
yy01,tv,5,2,XX1,0.000000,
yy01,tv,5,2,YY,0.000299,
yy01,tv,5,2,YY+1,0.000353,
yy01,tv,5,2,END,0.000357,
yy01,tv,5,3,NOUN,0.000000,
yy01,tv,5,3,XX1,0.000000,
yy01,tv,5,3,YY,-0.000479,
yy01,tv,5,3,YY+1,0.000024,
yy01,tv,5,3,END,0.000266,
yy01,tv,5,4,NOUN,0.000000,
yy01,tv,5,4,XX1,0.000000,
yy01,tv,5,4,YY,0.000015,
yy01,tv,5,4,YY+1,-0.000074,
yy01,tv,5,4,END,-0.000008,
yy01,tv,5,5,NOUN,0.000000,year head -> MLP 8
yy01,tv,5,5,XX1,0.000000,year head -> MLP 8
yy01,tv,5,5,YY,-0.000116,year head -> MLP 8
yy01,tv,5,5,YY+1,-0.000002,year head -> MLP 8
yy01,tv,5,5,END,0.051640,year head -> MLP 8
yy01,tv,5,6,NOUN,0.000000,
yy01,tv,5,6,XX1,0.000000,
yy01,tv,5,6,YY,0.000145,
yy01,tv,5,6,YY+1,0.002341,
yy01,tv,5,6,END,-0.000745,
yy01,tv,5,7,NOUN,0.000000,
yy01,tv,5,7,XX1,0.000000,
yy01,tv,5,7,YY,-0.000695,
yy01,tv,5,7,YY+1,-0.000001,
yy01,tv,5,7,END,0.001819,
yy01,tv,5,8,NOUN,0.000000,
yy01,tv,5,8,XX1,0.000000,
yy01,tv,5,8,YY,-0.001925,
yy01,tv,5,8,YY+1,-0.000035,
yy01,tv,5,8,END,-0.004319,
yy01,tv,5,9,NOUN,0.000000,
yy01,tv,5,9,XX1,0.000000,
yy01,tv,5,9,YY,-0.000260,
yy01,tv,5,9,YY+1,0.000220,
yy01,tv,5,9,END,-0.000547,
yy01,tv,5,10,NOUN,0.000000,
yy01,tv,5,10,XX1,0.000000,
yy01,tv,5,10,YY,0.001120,
yy01,tv,5,10,YY+1,-0.000464,
yy01,tv,5,10,END,0.000555,
yy01,tv,5,11,NOUN,0.000000,
yy01,tv,5,11,XX1,0.000000,
yy01,tv,5,11,YY,-0.002085,
yy01,tv,5,11,YY+1,0.000063,
yy01,tv,5,11,END,0.000436,
yy01,tv,6,0,NOUN,0.000000,
yy01,tv,6,0,XX1,0.000000,
yy01,tv,6,0,YY,-0.000681,
yy01,tv,6,0,YY+1,0.000121,
yy01,tv,6,0,END,0.000403,
yy01,tv,6,1,NOUN,0.000000,
yy01,tv,6,1,XX1,0.000000,
yy01,tv,6,1,YY,-0.000101,
yy01,tv,6,1,YY+1,-0.000333,
yy01,tv,6,1,END,0.001696,
yy01,tv,6,2,NOUN,0.000000,
yy01,tv,6,2,XX1,0.000000,
yy01,tv,6,2,YY,-0.000055,
yy01,tv,6,2,YY+1,0.000069,
yy01,tv,6,2,END,0.000169,
yy01,tv,6,3,NOUN,0.000000,
yy01,tv,6,3,XX1,0.000000,
yy01,tv,6,3,YY,-0.000549,
yy01,tv,6,3,YY+1,0.000216,
yy01,tv,6,3,END,0.000537,
yy01,tv,6,4,NOUN,0.000000,
yy01,tv,6,4,XX1,0.000000,
yy01,tv,6,4,YY,0.003487,
yy01,tv,6,4,YY+1,-0.000541,
yy01,tv,6,4,END,0.000989,
yy01,tv,6,5,NOUN,0.000000,
yy01,tv,6,5,XX1,0.000000,
yy01,tv,6,5,YY,-0.000570,
yy01,tv,6,5,YY+1,0.000534,
yy01,tv,6,5,END,0.001335,
yy01,tv,6,6,NOUN,0.000000,
yy01,tv,6,6,XX1,0.000000,
yy01,tv,6,6,YY,-0.001520,
yy01,tv,6,6,YY+1,-0.000243,
yy01,tv,6,6,END,-0.003309,
yy01,tv,6,7,NOUN,0.000000,
yy01,tv,6,7,XX1,0.000000,
yy01,tv,6,7,YY,-0.000138,
yy01,tv,6,7,YY+1,-0.000075,
yy01,tv,6,7,END,-0.000075,
yy01,tv,6,8,NOUN,0.000000,
yy01,tv,6,8,XX1,0.000000,
yy01,tv,6,8,YY,0.001012,
yy01,tv,6,8,YY+1,0.000335,
yy01,tv,6,8,END,-0.001085,
yy01,tv,6,9,NOUN,0.000000,year head -> MLP 8
yy01,tv,6,9,XX1,0.000000,year head -> MLP 8
yy01,tv,6,9,YY,-0.000051,year head -> MLP 8
yy01,tv,6,9,YY+1,0.000040,year head -> MLP 8
yy01,tv,6,9,END,0.083168,year head -> MLP 8
yy01,tv,6,10,NOUN,0.000000,
yy01,tv,6,10,XX1,0.000000,
yy01,tv,6,10,YY,0.000058,
yy01,tv,6,10,YY+1,0.000013,
yy01,tv,6,10,END,0.000657,
yy01,tv,6,11,NOUN,0.000000,
yy01,tv,6,11,XX1,0.000000,
yy01,tv,6,11,YY,0.002245,
yy01,tv,6,11,YY+1,0.000186,
yy01,tv,6,11,END,0.000815,
yy01,tv,7,0,NOUN,0.000000,
yy01,tv,7,0,XX1,0.000000,
yy01,tv,7,0,YY,0.000126,
yy01,tv,7,0,YY+1,-0.000031,
yy01,tv,7,0,END,-0.001092,
yy01,tv,7,1,NOUN,0.000000,
yy01,tv,7,1,XX1,0.000000,
yy01,tv,7,1,YY,0.000065,
yy01,tv,7,1,YY+1,-0.000024,
yy01,tv,7,1,END,-0.000278,
yy01,tv,7,2,NOUN,0.000000,
yy01,tv,7,2,XX1,0.000000,
yy01,tv,7,2,YY,0.000037,
yy01,tv,7,2,YY+1,-0.000005,
yy01,tv,7,2,END,0.000119,
yy01,tv,7,3,NOUN,0.000000,
yy01,tv,7,3,XX1,0.000000,
yy01,tv,7,3,YY,0.003059,
yy01,tv,7,3,YY+1,0.000057,
yy01,tv,7,3,END,0.000722,
yy01,tv,7,4,NOUN,0.000000,
yy01,tv,7,4,XX1,0.000000,
yy01,tv,7,4,YY,0.001139,
yy01,tv,7,4,YY+1,-0.000184,
yy01,tv,7,4,END,0.000024,
yy01,tv,7,5,NOUN,0.000000,
yy01,tv,7,5,XX1,0.000000,
yy01,tv,7,5,YY,-0.000093,
yy01,tv,7,5,YY+1,0.000329,
yy01,tv,7,5,END,-0.002494,
yy01,tv,7,6,NOUN,0.000000,
yy01,tv,7,6,XX1,0.000000,
yy01,tv,7,6,YY,0.000330,
yy01,tv,7,6,YY+1,0.000056,
yy01,tv,7,6,END,-0.001703,
yy01,tv,7,7,NOUN,0.000000,
yy01,tv,7,7,XX1,0.000000,
yy01,tv,7,7,YY,-0.000008,
yy01,tv,7,7,YY+1,0.000278,
yy01,tv,7,7,END,0.001843,
yy01,tv,7,8,NOUN,0.000000,
yy01,tv,7,8,XX1,0.000000,
yy01,tv,7,8,YY,-0.001477,
yy01,tv,7,8,YY+1,0.000244,
yy01,tv,7,8,END,0.001016,
yy01,tv,7,9,NOUN,0.000000,
yy01,tv,7,9,XX1,0.000000,
yy01,tv,7,9,YY,-0.000078,
yy01,tv,7,9,YY+1,-0.000065,
yy01,tv,7,9,END,-0.001188,
yy01,tv,7,10,NOUN,0.000000,year head -> MLP 8
yy01,tv,7,10,XX1,0.000000,year head -> MLP 8
yy01,tv,7,10,YY,-0.000017,year head -> MLP 8
yy01,tv,7,10,YY+1,-0.000174,year head -> MLP 8
yy01,tv,7,10,END,0.136379,year head -> MLP 8
yy01,tv,7,11,NOUN,0.000000,
yy01,tv,7,11,XX1,0.000000,
yy01,tv,7,11,YY,-0.000719,
yy01,tv,7,11,YY+1,-0.000069,
yy01,tv,7,11,END,0.008453,
yy01,tv,8,0,NOUN,0.000000,
yy01,tv,8,0,XX1,0.000000,
yy01,tv,8,0,YY,0.000064,
yy01,tv,8,0,YY+1,-0.000018,
yy01,tv,8,0,END,-0.000137,
yy01,tv,8,1,NOUN,0.000000,
yy01,tv,8,1,XX1,0.000000,
yy01,tv,8,1,YY,-0.000008,
yy01,tv,8,1,YY+1,0.000013,
yy01,tv,8,1,END,0.015142,
yy01,tv,8,2,NOUN,0.000000,
yy01,tv,8,2,XX1,0.000000,
yy01,tv,8,2,YY,-0.000750,
yy01,tv,8,2,YY+1,0.000016,
yy01,tv,8,2,END,0.000733,
yy01,tv,8,3,NOUN,0.000000,
yy01,tv,8,3,XX1,0.000000,
yy01,tv,8,3,YY,0.000102,
yy01,tv,8,3,YY+1,-0.000045,
yy01,tv,8,3,END,0.000068,
yy01,tv,8,4,NOUN,0.000000,
yy01,tv,8,4,XX1,0.000000,
yy01,tv,8,4,YY,-0.000165,
yy01,tv,8,4,YY+1,-0.000004,
yy01,tv,8,4,END,-0.000204,
yy01,tv,8,5,NOUN,0.000000,
yy01,tv,8,5,XX1,0.000000,
yy01,tv,8,5,YY,0.000015,
yy01,tv,8,5,YY+1,0.000012,
yy01,tv,8,5,END,0.001216,
yy01,tv,8,6,NOUN,0.000000,
yy01,tv,8,6,XX1,0.000000,
yy01,tv,8,6,YY,0.000045,
yy01,tv,8,6,YY+1,0.000038,
yy01,tv,8,6,END,-0.003630,
yy01,tv,8,7,NOUN,0.000000,
yy01,tv,8,7,XX1,0.000000,
yy01,tv,8,7,YY,0.000408,
yy01,tv,8,7,YY+1,0.000006,
yy01,tv,8,7,END,0.005392,
yy01,tv,8,8,NOUN,0.000000,year head -> MLP 8
yy01,tv,8,8,XX1,0.000000,year head -> MLP 8
yy01,tv,8,8,YY,-0.000109,year head -> MLP 8
yy01,tv,8,8,YY+1,-0.000037,year head -> MLP 8
yy01,tv,8,8,END,0.029130,year head -> MLP 8
yy01,tv,8,9,NOUN,0.000000,
yy01,tv,8,9,XX1,0.000000,
yy01,tv,8,9,YY,-0.000191,
yy01,tv,8,9,YY+1,-0.000008,
yy01,tv,8,9,END,-0.015022,
yy01,tv,8,10,NOUN,0.000000,
yy01,tv,8,10,XX1,0.000000,
yy01,tv,8,10,YY,0.000000,
yy01,tv,8,10,YY+1,-0.000024,
yy01,tv,8,10,END,-0.005103,
yy01,tv,8,11,NOUN,0.000000,year head -> MLP 8
yy01,tv,8,11,XX1,0.000000,year head -> MLP 8
yy01,tv,8,11,YY,0.000437,year head -> MLP 8
yy01,tv,8,11,YY+1,0.000005,year head -> MLP 8
yy01,tv,8,11,END,0.087730,year head -> MLP 8
yy01,tv,9,0,NOUN,0.000000,
yy01,tv,9,0,XX1,0.000000,
yy01,tv,9,0,YY,-0.000378,
yy01,tv,9,0,YY+1,0.000004,
yy01,tv,9,0,END,0.000166,
yy01,tv,9,1,NOUN,0.000000,year head -> MLP 9
yy01,tv,9,1,XX1,0.000000,year head -> MLP 9
yy01,tv,9,1,YY,0.000073,year head -> MLP 9
yy01,tv,9,1,YY+1,0.000067,year head -> MLP 9
yy01,tv,9,1,END,0.233568,year head -> MLP 9
yy01,tv,9,2,NOUN,0.000000,
yy01,tv,9,2,XX1,0.000000,
yy01,tv,9,2,YY,0.000025,
yy01,tv,9,2,YY+1,-0.000000,
yy01,tv,9,2,END,-0.000091,
yy01,tv,9,3,NOUN,0.000000,
yy01,tv,9,3,XX1,0.000000,
yy01,tv,9,3,YY,0.000193,
yy01,tv,9,3,YY+1,0.000010,
yy01,tv,9,3,END,0.001280,
yy01,tv,9,4,NOUN,0.000000,
yy01,tv,9,4,XX1,0.000000,
yy01,tv,9,4,YY,-0.000009,
yy01,tv,9,4,YY+1,0.000002,
yy01,tv,9,4,END,-0.000554,
yy01,tv,9,5,NOUN,0.000000,
yy01,tv,9,5,XX1,0.000000,
yy01,tv,9,5,YY,0.000252,
yy01,tv,9,5,YY+1,-0.000008,
yy01,tv,9,5,END,-0.008880,
yy01,tv,9,6,NOUN,0.000000,
yy01,tv,9,6,XX1,0.000000,
yy01,tv,9,6,YY,0.000046,
yy01,tv,9,6,YY+1,0.000010,
yy01,tv,9,6,END,0.001383,
yy01,tv,9,7,NOUN,0.000000,
yy01,tv,9,7,XX1,0.000000,
yy01,tv,9,7,YY,-0.000046,
yy01,tv,9,7,YY+1,0.000000,
yy01,tv,9,7,END,-0.001107,
yy01,tv,9,8,NOUN,0.000000,
yy01,tv,9,8,XX1,0.000000,
yy01,tv,9,8,YY,0.000152,
yy01,tv,9,8,YY+1,0.000005,
yy01,tv,9,8,END,0.000223,
yy01,tv,9,9,NOUN,0.000000,
yy01,tv,9,9,XX1,0.000000,
yy01,tv,9,9,YY,0.000012,
yy01,tv,9,9,YY+1,0.000019,
yy01,tv,9,9,END,0.001534,
yy01,tv,9,10,NOUN,0.000000,
yy01,tv,9,10,XX1,0.000000,
yy01,tv,9,10,YY,-0.000432,
yy01,tv,9,10,YY+1,0.000004,
yy01,tv,9,10,END,-0.000043,
yy01,tv,9,11,NOUN,0.000000,
yy01,tv,9,11,XX1,0.000000,
yy01,tv,9,11,YY,-0.000017,
yy01,tv,9,11,YY+1,0.000008,
yy01,tv,9,11,END,-0.000365,
yy01,tv,10,0,NOUN,0.000000,
yy01,tv,10,0,XX1,0.000000,
yy01,tv,10,0,YY,0.000006,
yy01,tv,10,0,YY+1,-0.000006,
yy01,tv,10,0,END,0.000400,
yy01,tv,10,1,NOUN,0.000000,
yy01,tv,10,1,XX1,0.000000,
yy01,tv,10,1,YY,0.000001,
yy01,tv,10,1,YY+1,0.000002,
yy01,tv,10,1,END,0.000541,
yy01,tv,10,2,NOUN,0.000000,
yy01,tv,10,2,XX1,0.000000,
yy01,tv,10,2,YY,0.000008,
yy01,tv,10,2,YY+1,0.000035,
yy01,tv,10,2,END,0.017519,
yy01,tv,10,3,NOUN,0.000000,
yy01,tv,10,3,XX1,0.000000,
yy01,tv,10,3,YY,0.000001,
yy01,tv,10,3,YY+1,0.000013,
yy01,tv,10,3,END,0.003680,
yy01,tv,10,4,NOUN,0.000000,
yy01,tv,10,4,XX1,0.000000,
yy01,tv,10,4,YY,-0.000002,
yy01,tv,10,4,YY+1,-0.000007,
yy01,tv,10,4,END,-0.008905,
yy01,tv,10,5,NOUN,0.000000,
yy01,tv,10,5,XX1,0.000000,
yy01,tv,10,5,YY,-0.000014,
yy01,tv,10,5,YY+1,0.000000,
yy01,tv,10,5,END,0.000025,
yy01,tv,10,6,NOUN,0.000000,
yy01,tv,10,6,XX1,0.000000,
yy01,tv,10,6,YY,-0.000002,
yy01,tv,10,6,YY+1,0.000005,
yy01,tv,10,6,END,-0.000073,
yy01,tv,10,7,NOUN,0.000000,
yy01,tv,10,7,XX1,0.000000,
yy01,tv,10,7,YY,-0.000002,
yy01,tv,10,7,YY+1,-0.000052,
yy01,tv,10,7,END,-0.049326,
yy01,tv,10,8,NOUN,0.000000,
yy01,tv,10,8,XX1,0.000000,
yy01,tv,10,8,YY,0.000000,
yy01,tv,10,8,YY+1,-0.000004,
yy01,tv,10,8,END,-0.000332,
yy01,tv,10,9,NOUN,0.000000,
yy01,tv,10,9,XX1,0.000000,
yy01,tv,10,9,YY,-0.000016,
yy01,tv,10,9,YY+1,-0.000001,
yy01,tv,10,9,END,0.000002,
yy01,tv,10,10,NOUN,0.000000,
yy01,tv,10,10,XX1,0.000000,
yy01,tv,10,10,YY,0.000014,
