layer,head,input,position,screen_score,published_class
0,9,k,t5,0.000000,
0,9,k,t6,0.000000,
0,9,k,t7,0.000000,
0,9,k,t8,0.000000,
0,9,k,t9,0.000000,
0,9,k,t10,0.000000,
0,9,k,t11,0.009177,
0,9,k,t12,0.000000,
0,9,k,t13,0.000000,
0,9,k,t14,0.000000,
0,9,k,t15,0.000000,
0,9,v,t0,0.000000,
0,9,v,t1,0.000000,
0,9,v,t2,0.000000,
0,9,v,t3,0.000000,
0,9,v,t4,0.000000,
0,9,v,t5,0.000000,
0,9,v,t6,0.000000,
0,9,v,t7,0.000000,
0,9,v,t8,0.000000,
0,9,v,t9,0.000000,
0,9,v,t10,0.000000,
0,9,v,t11,-0.000041,
0,9,v,t12,0.000000,
0,9,v,t13,0.000000,
0,9,v,t14,0.000000,
0,9,v,t15,0.000000,
0,10,q,t0,0.000000,duplicate token
0,10,q,t1,0.000000,duplicate token
0,10,q,t2,0.000000,duplicate token
0,10,q,t3,0.000000,duplicate token
0,10,q,t4,0.000000,duplicate token
0,10,q,t5,0.000000,duplicate token
0,10,q,t6,0.000000,duplicate token
0,10,q,t7,0.000000,duplicate token
0,10,q,t8,0.000000,duplicate token
0,10,q,t9,0.000000,duplicate token
0,10,q,t10,0.000000,duplicate token
0,10,q,t11,0.043029,duplicate token
0,10,q,t12,0.000000,duplicate token
0,10,q,t13,0.000000,duplicate token
0,10,q,t14,0.000000,duplicate token
0,10,q,t15,0.000000,duplicate token
0,10,k,t0,0.000000,duplicate token
0,10,k,t1,0.000000,duplicate token
0,10,k,t2,0.000000,duplicate token
0,10,k,t3,0.000000,duplicate token
0,10,k,t4,0.000000,duplicate token
0,10,k,t5,0.000000,duplicate token
0,10,k,t6,0.000000,duplicate token
0,10,k,t7,0.000000,duplicate token
0,10,k,t8,0.000000,duplicate token
0,10,k,t9,0.000000,duplicate token
0,10,k,t10,0.000000,duplicate token
0,10,k,t11,0.039500,duplicate token
0,10,k,t12,0.000000,duplicate token
0,10,k,t13,0.000000,duplicate token
0,10,k,t14,0.000000,duplicate token
0,10,k,t15,0.000000,duplicate token
0,10,v,t0,0.000000,duplicate token
0,10,v,t1,0.000000,duplicate token
0,10,v,t2,0.000000,duplicate token
0,10,v,t3,0.000000,duplicate token
0,10,v,t4,0.000000,duplicate token
0,10,v,t5,0.000000,duplicate token
0,10,v,t6,0.000000,duplicate token
0,10,v,t7,0.000000,duplicate token
0,10,v,t8,0.000000,duplicate token
0,10,v,t9,0.000000,duplicate token
0,10,v,t10,0.000000,duplicate token
0,10,v,t11,0.000802,duplicate token
0,10,v,t12,0.000000,duplicate token
0,10,v,t13,0.000000,duplicate token
0,10,v,t14,0.000000,duplicate token
0,10,v,t15,0.000000,duplicate token
0,11,q,t0,0.000000,
0,11,q,t1,0.000000,
0,11,q,t2,0.000000,
0,11,q,t3,0.000000,
0,11,q,t4,0.000000,
0,11,q,t5,0.000000,
0,11,q,t6,0.000000,
0,11,q,t7,0.000000,
0,11,q,t8,0.000000,
0,11,q,t9,0.000000,
0,11,q,t10,0.000000,
0,11,q,t11,-0.000062,
0,11,q,t12,0.000000,
0,11,q,t13,0.000000,
0,11,q,t14,0.000000,
0,11,q,t15,0.000000,
0,11,k,t0,0.000000,
0,11,k,t1,0.000000,
0,11,k,t2,0.000000,
0,11,k,t3,0.000000,
0,11,k,t4,0.000000,
0,11,k,t5,0.000000,
0,11,k,t6,0.000000,
0,11,k,t7,0.000000,
0,11,k,t8,0.000000,
0,11,k,t9,0.000000,
0,11,k,t10,0.000000,
0,11,k,t11,0.000037,
0,11,k,t12,0.000000,
0,11,k,t13,0.000000,
0,11,k,t14,0.000000,
0,11,k,t15,0.000000,
0,11,v,t0,0.000000,
0,11,v,t1,0.000000,
0,11,v,t2,0.000000,
0,11,v,t3,0.000000,
0,11,v,t4,0.000000,
0,11,v,t5,0.000000,
0,11,v,t6,0.000000,
0,11,v,t7,0.000000,
0,11,v,t8,0.000000,
0,11,v,t9,0.000000,
0,11,v,t10,0.000000,
0,11,v,t11,0.000350,
0,11,v,t12,0.000000,
0,11,v,t13,0.000000,
0,11,v,t14,0.000000,
0,11,v,t15,0.000000,
1,0,q,t0,0.000000,
1,0,q,t1,0.000000,
1,0,q,t2,0.000000,
1,0,q,t3,0.000000,
1,0,q,t4,0.000000,
1,0,q,t5,0.000000,
1,0,q,t6,0.000000,
1,0,q,t7,0.000000,
1,0,q,t8,0.000000,
1,0,q,t9,0.000000,
1,0,q,t10,0.000000,
1,0,q,t11,-0.000496,
1,0,q,t12,-0.000017,
1,0,q,t13,0.000001,
1,0,q,t14,-0.000005,
1,0,q,t15,-0.000014,
1,0,k,t0,0.000000,
1,0,k,t1,0.000000,
1,0,k,t2,0.000000,
1,0,k,t3,0.000000,
1,0,k,t4,0.000000,
1,0,k,t5,0.000000,
1,0,k,t6,0.000000,
1,0,k,t7,0.000000,
1,0,k,t8,0.000000,
1,0,k,t9,0.000000,
1,0,k,t10,0.000000,
1,0,k,t11,-0.000558,
1,0,k,t12,-0.000011,
1,0,k,t13,0.000007,
1,0,k,t14,-0.000002,
1,0,k,t15,0.000001,
1,0,v,t0,0.000000,
1,0,v,t1,0.000000,
1,0,v,t2,0.000000,
1,0,v,t3,0.000000,
1,0,v,t4,0.000000,
