corruption,metric,layer,head,effect,published_class
random_vocab_any,logit_diff,1,5,0.001705,
random_vocab_any,logit_diff,1,6,-0.001108,
random_vocab_any,logit_diff,1,7,0.002971,
random_vocab_any,logit_diff,1,8,-0.003186,
random_vocab_any,logit_diff,1,9,-0.001066,
random_vocab_any,logit_diff,1,10,-0.001855,
random_vocab_any,logit_diff,1,11,-0.002881,
random_vocab_any,logit_diff,2,0,0.003868,
random_vocab_any,logit_diff,2,1,0.006357,
random_vocab_any,logit_diff,2,2,0.004510,previous token
random_vocab_any,logit_diff,2,3,0.001254,
random_vocab_any,logit_diff,2,4,0.004099,
random_vocab_any,logit_diff,2,5,-0.003970,
random_vocab_any,logit_diff,2,6,0.002662,
random_vocab_any,logit_diff,2,7,0.000936,
random_vocab_any,logit_diff,2,8,0.038824,
random_vocab_any,logit_diff,2,9,0.005430,
random_vocab_any,logit_diff,2,10,-0.003892,
random_vocab_any,logit_diff,2,11,0.003258,
random_vocab_any,logit_diff,3,0,0.043109,duplicate token
random_vocab_any,logit_diff,3,1,-0.001101,
random_vocab_any,logit_diff,3,2,0.004166,
random_vocab_any,logit_diff,3,3,0.004429,
random_vocab_any,logit_diff,3,4,-0.002018,
random_vocab_any,logit_diff,3,5,0.006231,
random_vocab_any,logit_diff,3,6,0.004676,
random_vocab_any,logit_diff,3,7,0.007649,
random_vocab_any,logit_diff,3,8,-0.006868,
random_vocab_any,logit_diff,3,9,0.018386,
random_vocab_any,logit_diff,3,10,-0.007817,
random_vocab_any,logit_diff,3,11,0.002596,
random_vocab_any,logit_diff,4,0,0.026736,
random_vocab_any,logit_diff,4,1,0.004095,
random_vocab_any,logit_diff,4,2,-0.001758,
random_vocab_any,logit_diff,4,3,0.003124,
random_vocab_any,logit_diff,4,4,0.003165,
random_vocab_any,logit_diff,4,5,0.005098,
random_vocab_any,logit_diff,4,6,-0.021103,
random_vocab_any,logit_diff,4,7,-0.033097,
random_vocab_any,logit_diff,4,8,0.009444,
random_vocab_any,logit_diff,4,9,0.007310,
random_vocab_any,logit_diff,4,10,-0.001995,
random_vocab_any,logit_diff,4,11,0.033551,previous token
random_vocab_any,logit_diff,5,0,0.008149,
random_vocab_any,logit_diff,5,1,0.001601,
random_vocab_any,logit_diff,5,2,0.035546,
random_vocab_any,logit_diff,5,3,0.006684,
random_vocab_any,logit_diff,5,4,-0.006201,
random_vocab_any,logit_diff,5,5,0.061730,induction
random_vocab_any,logit_diff,5,6,0.011913,
random_vocab_any,logit_diff,5,7,0.023744,
random_vocab_any,logit_diff,5,8,-0.003265,induction
random_vocab_any,logit_diff,5,9,-0.006573,induction
random_vocab_any,logit_diff,5,10,0.006294,
random_vocab_any,logit_diff,5,11,-0.007850,
random_vocab_any,logit_diff,6,0,0.010856,
random_vocab_any,logit_diff,6,1,0.012317,
random_vocab_any,logit_diff,6,2,-0.003191,
random_vocab_any,logit_diff,6,3,0.011578,
random_vocab_any,logit_diff,6,4,0.009271,
random_vocab_any,logit_diff,6,5,-0.003483,
random_vocab_any,logit_diff,6,6,-0.019363,
random_vocab_any,logit_diff,6,7,0.011313,
random_vocab_any,logit_diff,6,8,0.027102,
random_vocab_any,logit_diff,6,9,0.011678,induction
random_vocab_any,logit_diff,6,10,0.001776,
random_vocab_any,logit_diff,6,11,0.019030,
random_vocab_any,logit_diff,7,0,0.013916,
random_vocab_any,logit_diff,7,1,-0.013448,
random_vocab_any,logit_diff,7,2,0.000322,
random_vocab_any,logit_diff,7,3,0.053788,s-inhibition
random_vocab_any,logit_diff,7,4,0.002393,
random_vocab_any,logit_diff,7,5,0.008427,
random_vocab_any,logit_diff,7,6,-0.004008,
random_vocab_any,logit_diff,7,7,0.003804,
random_vocab_any,logit_diff,7,8,0.016045,
random_vocab_any,logit_diff,7,9,0.103228,s-inhibition
random_vocab_any,logit_diff,7,10,-0.001545,
random_vocab_any,logit_diff,7,11,0.005372,
random_vocab_any,logit_diff,8,0,0.001745,
random_vocab_any,logit_diff,8,1,0.000864,
random_vocab_any,logit_diff,8,2,0.005211,
random_vocab_any,logit_diff,8,3,-0.003606,
random_vocab_any,logit_diff,8,4,0.003941,
random_vocab_any,logit_diff,8,5,0.004707,
random_vocab_any,logit_diff,8,6,0.143950,s-inhibition
random_vocab_any,logit_diff,8,7,0.007829,
random_vocab_any,logit_diff,8,8,0.002514,
random_vocab_any,logit_diff,8,9,-0.002342,
random_vocab_any,logit_diff,8,10,0.100532,s-inhibition
random_vocab_any,logit_diff,8,11,0.008498,
random_vocab_any,logit_diff,9,0,0.005208,backup name mover
random_vocab_any,logit_diff,9,1,0.000381,
random_vocab_any,logit_diff,9,2,0.019289,
random_vocab_any,logit_diff,9,3,0.015917,
random_vocab_any,logit_diff,9,4,-0.012114,
random_vocab_any,logit_diff,9,5,0.005180,
random_vocab_any,logit_diff,9,6,0.115418,name mover
random_vocab_any,logit_diff,9,7,-0.010534,backup name mover
random_vocab_any,logit_diff,9,8,0.027063,
random_vocab_any,logit_diff,9,9,0.426963,name mover
random_vocab_any,logit_diff,9,10,0.003454,
random_vocab_any,logit_diff,9,11,-0.001330,
random_vocab_any,logit_diff,10,0,0.162149,name mover
random_vocab_any,logit_diff,10,1,0.053007,backup name mover
random_vocab_any,logit_diff,10,2,0.033768,backup name mover
random_vocab_any,logit_diff,10,3,-0.008239,
random_vocab_any,logit_diff,10,4,0.002142,
random_vocab_any,logit_diff,10,5,-0.001999,
random_vocab_any,logit_diff,10,6,0.081188,backup name mover
random_vocab_any,logit_diff,10,7,-0.562621,negative name mover
random_vocab_any,logit_diff,10,8,-0.002259,
random_vocab_any,logit_diff,10,9,0.010452,
random_vocab_any,logit_diff,10,10,0.080264,backup name mover
random_vocab_any,logit_diff,10,11,0.007340,
random_vocab_any,logit_diff,11,0,0.005923,
random_vocab_any,logit_diff,11,1,0.007521,
random_vocab_any,logit_diff,11,2,-0.078549,backup name mover
random_vocab_any,logit_diff,11,3,0.018842,
random_vocab_any,logit_diff,11,4,0.000331,
random_vocab_any,logit_diff,11,5,-0.003372,
random_vocab_any,logit_diff,11,6,0.003563,
random_vocab_any,logit_diff,11,7,-0.002852,
random_vocab_any,logit_diff,11,8,0.011648,
random_vocab_any,logit_diff,11,9,0.017572,backup name mover
random_vocab_any,logit_diff,11,10,-0.297073,negative name mover
random_vocab_any,logit_diff,11,11,0.004830,
random_vocab_any,kl,0,0,-0.002986,
random_vocab_any,kl,0,1,0.008679,duplicate token
random_vocab_any,kl,0,2,0.001115,
random_vocab_any,kl,0,3,0.010222,
random_vocab_any,kl,0,4,0.006630,
random_vocab_any,kl,0,5,0.003141,
random_vocab_any,kl,0,6,-0.002774,
random_vocab_any,kl,0,7,0.002122,
random_vocab_any,kl,0,8,-0.004216,
random_vocab_any,kl,0,9,-0.004393,
random_vocab_any,kl,0,10,-0.002247,duplicate token
random_vocab_any,kl,0,11,-0.001549,
random_vocab_any,kl,1,0,0.004833,
random_vocab_any,kl,1,1,0.002197,
random_vocab_any,kl,1,2,0.000617,
random_vocab_any,kl,1,3,0.001198,
random_vocab_any,kl,1,4,-0.001936,
random_vocab_any,kl,1,5,0.005618,
random_vocab_any,kl,1,6,0.001054,
random_vocab_any,kl,1,7,0.005303,
random_vocab_any,kl,1,8,-0.000731,
random_vocab_any,kl,1,9,-0.000603,
random_vocab_any,kl,1,10,-0.001584,
random_vocab_any,kl,1,11,0.005375,
random_vocab_any,kl,2,0,0.003155,
random_vocab_any,kl,2,1,0.006318,
random_vocab_any,kl,2,2,-0.002205,previous token
random_vocab_any,kl,2,3,0.001254,
random_vocab_any,kl,2,4,0.003461,
random_vocab_any,kl,2,5,0.003015,
random_vocab_any,kl,2,6,-0.001561,
random_vocab_any,kl,2,7,-0.000562,
random_vocab_any,kl,2,8,0.043628,
random_vocab_any,kl,2,9,0.003746,
random_vocab_any,kl,2,10,-0.005862,
random_vocab_any,kl,2,11,0.002502,
random_vocab_any,kl,3,0,0.012036,duplicate token
random_vocab_any,kl,3,1,0.002590,
random_vocab_any,kl,3,2,0.007113,
random_vocab_any,kl,3,3,0.001309,
random_vocab_any,kl,3,4,-0.001081,
random_vocab_any,kl,3,5,0.002936,
random_vocab_any,kl,3,6,0.009558,
random_vocab_any,kl,3,7,-0.002456,
random_vocab_any,kl,3,8,0.004276,
random_vocab_any,kl,3,9,0.020621,
random_vocab_any,kl,3,10,-0.003647,
random_vocab_any,kl,3,11,0.005344,
random_vocab_any,kl,4,0,0.027534,
random_vocab_any,kl,4,1,0.005212,
random_vocab_any,kl,4,2,0.002012,
random_vocab_any,kl,4,3,0.006189,
random_vocab_any,kl,4,4,-0.003178,
random_vocab_any,kl,4,5,0.004830,
random_vocab_any,kl,4,6,-0.015441,
random_vocab_any,kl,4,7,-0.034294,
random_vocab_any,kl,4,8,0.005325,
random_vocab_any,kl,4,9,0.007511,
random_vocab_any,kl,4,10,-0.000523,
random_vocab_any,kl,4,11,0.012234,previous token
random_vocab_any,kl,5,0,0.002665,
random_vocab_any,kl,5,1,0.000191,
random_vocab_any,kl,5,2,0.027841,
random_vocab_any,kl,5,3,0.003979,
random_vocab_any,kl,5,4,0.007689,
random_vocab_any,kl,5,5,0.019113,induction
random_vocab_any,kl,5,6,0.008511,
random_vocab_any,kl,5,7,0.028048,
random_vocab_any,kl,5,8,0.001561,induction
random_vocab_any,kl,5,9,0.005781,induction
random_vocab_any,kl,5,10,0.018810,
random_vocab_any,kl,5,11,-0.011433,
random_vocab_any,kl,6,0,0.028695,
random_vocab_any,kl,6,1,0.016356,
random_vocab_any,kl,6,2,0.003823,
random_vocab_any,kl,6,3,0.008553,
random_vocab_any,kl,6,4,0.003012,
random_vocab_any,kl,6,5,-0.011795,
random_vocab_any,kl,6,6,-0.010310,
random_vocab_any,kl,6,7,0.001427,
random_vocab_any,kl,6,8,0.013591,
random_vocab_any,kl,6,9,0.005587,induction
random_vocab_any,kl,6,10,-0.002046,
random_vocab_any,kl,6,11,0.031904,
random_vocab_any,kl,7,0,0.007665,
random_vocab_any,kl,7,1,0.001583,
random_vocab_any,kl,7,2,0.000354,
random_vocab_any,kl,7,3,0.052561,s-inhibition
random_vocab_any,kl,7,4,0.003850,
random_vocab_any,kl,7,5,0.007036,
random_vocab_any,kl,7,6,-0.009287,
random_vocab_any,kl,7,7,0.002698,
random_vocab_any,kl,7,8,0.037631,
random_vocab_any,kl,7,9,0.035072,s-inhibition
random_vocab_any,kl,7,10,0.000671,
random_vocab_any,kl,7,11,0.011778,
random_vocab_any,kl,8,0,0.002224,
random_vocab_any,kl,8,1,0.000998,
random_vocab_any,kl,8,2,0.007867,
random_vocab_any,kl,8,3,0.101255,
random_vocab_any,kl,8,4,0.026135,
random_vocab_any,kl,8,5,0.026224,
random_vocab_any,kl,8,6,0.161849,s-inhibition
random_vocab_any,kl,8,7,0.022558,
random_vocab_any,kl,8,8,0.022451,
random_vocab_any,kl,8,9,0.000773,
random_vocab_any,kl,8,10,-0.127467,s-inhibition
random_vocab_any,kl,8,11,0.005854,
random_vocab_any,kl,9,0,-0.000959,backup name mover
random_vocab_any,kl,9,1,0.002156,
random_vocab_any,kl,9,2,0.022042,
random_vocab_any,kl,9,3,0.041851,
random_vocab_any,kl,9,4,0.034684,
random_vocab_any,kl,9,5,-0.043740,
random_vocab_any,kl,9,6,0.084086,name mover
random_vocab_any,kl,9,7,0.020489,backup name mover
random_vocab_any,kl,9,8,0.025243,
random_vocab_any,kl,9,9,0.224100,name mover
random_vocab_any,kl,9,10,0.006077,
random_vocab_any,kl,9,11,0.013451,
random_vocab_any,kl,10,0,0.114714,name mover
random_vocab_any,kl,10,1,0.030471,backup name mover
random_vocab_any,kl,10,2,0.074988,backup name mover
random_vocab_any,kl,10,3,0.013536,
random_vocab_any,kl,10,4,0.007686,
random_vocab_any,kl,10,5,0.003987,
random_vocab_any,kl,10,6,0.045846,backup name mover
random_vocab_any,kl,10,7,-0.371425,negative name mover
random_vocab_any,kl,10,8,-0.000653,
random_vocab_any,kl,10,9,0.035122,
random_vocab_any,kl,10,10,0.055517,backup name mover
random_vocab_any,kl,10,11,0.011630,
random_vocab_any,kl,11,0,0.023095,
random_vocab_any,kl,11,1,0.027532,
random_vocab_any,kl,11,2,-0.000018,backup name mover
random_vocab_any,kl,11,3,0.049135,
random_vocab_any,kl,11,4,-0.008738,
random_vocab_any,kl,11,5,-0.000228,
random_vocab_any,kl,11,6,0.005434,
random_vocab_any,kl,11,7,0.010376,
random_vocab_any,kl,11,8,0.033633,
random_vocab_any,kl,11,9,0.010373,backup name mover
random_vocab_any,kl,11,10,-0.226129,negative name mover
random_vocab_any,kl,11,11,0.026040,
random_vocab_any,tv,0,0,0.000927,
random_vocab_any,tv,0,1,-0.001736,duplicate token
random_vocab_any,tv,0,2,0.001050,
random_vocab_any,tv,0,3,0.003135,
random_vocab_any,tv,0,4,0.003031,
random_vocab_any,tv,0,5,0.000945,
random_vocab_any,tv,0,6,0.001290,
random_vocab_any,tv,0,7,0.001360,
random_vocab_any,tv,0,8,-0.001248,
random_vocab_any,tv,0,9,-0.005443,
random_vocab_any,tv,0,10,0.002250,duplicate token
random_vocab_any,tv,0,11,-0.001286,
random_vocab_any,tv,1,0,0.002221,
random_vocab_any,tv,1,1,0.002007,
random_vocab_any,tv,1,2,0.000209,
random_vocab_any,tv,1,3,0.000758,
random_vocab_any,tv,1,4,-0.001372,
random_vocab_any,tv,1,5,-0.001419,
random_vocab_any,tv,1,6,0.000731,
random_vocab_any,tv,1,7,0.003063,
random_vocab_any,tv,1,8,-0.000564,
random_vocab_any,tv,1,9,-0.000639,
random_vocab_any,tv,1,10,-0.001860,
random_vocab_any,tv,1,11,0.000617,
random_vocab_any,tv,2,0,0.001856,
random_vocab_any,tv,2,1,0.005177,
random_vocab_any,tv,2,2,-0.001886,previous token
random_vocab_any,tv,2,3,0.001288,
random_vocab_any,tv,2,4,0.002243,
random_vocab_any,tv,2,5,0.002807,
random_vocab_any,tv,2,6,0.001187,
random_vocab_any,tv,2,7,-0.000718,
random_vocab_any,tv,2,8,0.024406,
random_vocab_any,tv,2,9,0.003101,
random_vocab_any,tv,2,10,-0.003286,
random_vocab_any,tv,2,11,0.002428,
random_vocab_any,tv,3,0,0.009722,duplicate token
random_vocab_any,tv,3,1,0.002272,
random_vocab_any,tv,3,2,0.004987,
random_vocab_any,tv,3,3,0.004044,
random_vocab_any,tv,3,4,-0.000603,
random_vocab_any,tv,3,5,0.003542,
random_vocab_any,tv,3,6,0.009172,
random_vocab_any,tv,3,7,-0.003028,
random_vocab_any,tv,3,8,0.003575,
random_vocab_any,tv,3,9,0.006303,
random_vocab_any,tv,3,10,-0.004712,
random_vocab_any,tv,3,11,0.003437,
random_vocab_any,tv,4,0,0.013000,
random_vocab_any,tv,4,1,0.003972,
random_vocab_any,tv,4,2,0.002231,
random_vocab_any,tv,4,3,0.007681,
random_vocab_any,tv,4,4,0.000970,
random_vocab_any,tv,4,5,0.004185,
random_vocab_any,tv,4,6,-0.009341,
random_vocab_any,tv,4,7,-0.021217,
random_vocab_any,tv,4,8,0.005003,
random_vocab_any,tv,4,9,0.006247,
random_vocab_any,tv,4,10,-0.000807,
random_vocab_any,tv,4,11,0.017283,previous token
random_vocab_any,tv,5,0,0.004908,
random_vocab_any,tv,5,1,0.000804,
random_vocab_any,tv,5,2,0.014744,
random_vocab_any,tv,5,3,0.003557,
random_vocab_any,tv,5,4,0.003062,
random_vocab_any,tv,5,5,0.022790,induction
random_vocab_any,tv,5,6,0.007742,
random_vocab_any,tv,5,7,0.019693,
random_vocab_any,tv,5,8,-0.001117,induction
random_vocab_any,tv,5,9,0.002908,induction
random_vocab_any,tv,5,10,0.024737,
random_vocab_any,tv,5,11,-0.009024,
random_vocab_any,tv,6,0,0.020428,
random_vocab_any,tv,6,1,0.010521,
random_vocab_any,tv,6,2,0.004736,
random_vocab_any,tv,6,3,0.010865,
random_vocab_any,tv,6,4,0.010297,
random_vocab_any,tv,6,5,-0.005246,
random_vocab_any,tv,6,6,-0.011215,
random_vocab_any,tv,6,7,0.009621,
random_vocab_any,tv,6,8,0.011920,
random_vocab_any,tv,6,9,0.007283,induction
random_vocab_any,tv,6,10,0.003119,
random_vocab_any,tv,6,11,0.016296,
random_vocab_any,tv,7,0,0.007617,
random_vocab_any,tv,7,1,0.001309,
random_vocab_any,tv,7,2,0.000229,
random_vocab_any,tv,7,3,0.038640,s-inhibition
random_vocab_any,tv,7,4,0.003786,
random_vocab_any,tv,7,5,0.009012,
random_vocab_any,tv,7,6,-0.005027,
random_vocab_any,tv,7,7,0.001754,
random_vocab_any,tv,7,8,0.028785,
random_vocab_any,tv,7,9,0.033983,s-inhibition
random_vocab_any,tv,7,10,0.000560,
random_vocab_any,tv,7,11,0.003737,
random_vocab_any,tv,8,0,0.002002,
random_vocab_any,tv,8,1,0.000808,
random_vocab_any,tv,8,2,0.004848,
random_vocab_any,tv,8,3,0.051946,
random_vocab_any,tv,8,4,0.013598,
random_vocab_any,tv,8,5,0.029503,
random_vocab_any,tv,8,6,0.083304,s-inhibition
random_vocab_any,tv,8,7,0.009560,
random_vocab_any,tv,8,8,0.011331,
random_vocab_any,tv,8,9,0.002033,
random_vocab_any,tv,8,10,-0.047912,s-inhibition
random_vocab_any,tv,8,11,0.000299,
random_vocab_any,tv,9,0,-0.001066,backup name mover
random_vocab_any,tv,9,1,0.000666,
random_vocab_any,tv,9,2,0.009756,
random_vocab_any,tv,9,3,0.027819,
random_vocab_any,tv,9,4,0.012788,
random_vocab_any,tv,9,5,-0.017624,
random_vocab_any,tv,9,6,-0.019713,name mover
random_vocab_any,tv,9,7,0.017373,backup name mover
random_vocab_any,tv,9,8,0.005152,
random_vocab_any,tv,9,9,0.024854,name mover
random_vocab_any,tv,9,10,0.002569,
random_vocab_any,tv,9,11,0.005954,
random_vocab_any,tv,10,0,0.022911,name mover
random_vocab_any,tv,10,1,0.004248,backup name mover
random_vocab_any,tv,10,2,0.003627,backup name mover
random_vocab_any,tv,10,3,0.004648,
random_vocab_any,tv,10,4,0.004425,
random_vocab_any,tv,10,5,0.002794,
random_vocab_any,tv,10,6,0.010651,backup name mover
random_vocab_any,tv,10,7,-0.087146,negative name mover
random_vocab_any,tv,10,8,-0.000486,
random_vocab_any,tv,10,9,0.015410,
random_vocab_any,tv,10,10,0.009593,backup name mover
random_vocab_any,tv,10,11,0.004612,
random_vocab_any,tv,11,0,0.006226,
random_vocab_any,tv,11,1,-0.008796,
random_vocab_any,tv,11,2,-0.014822,backup name mover
random_vocab_any,tv,11,3,0.017601,
random_vocab_any,tv,11,4,-0.000994,
random_vocab_any,tv,11,5,0.000166,
random_vocab_any,tv,11,6,-0.005279,
random_vocab_any,tv,11,7,0.001386,
random_vocab_any,tv,11,8,0.022552,
random_vocab_any,tv,11,9,0.004746,backup name mover
random_vocab_any,tv,11,10,-0.073575,negative name mover
random_vocab_any,tv,11,11,0.007631,
