corruption,metric,layer,head,effect,published_class
abc,kl,8,11,0.021093,
abc,kl,9,0,0.020737,backup name mover
abc,kl,9,1,0.000560,
abc,kl,9,2,0.021669,
abc,kl,9,3,-0.002222,
abc,kl,9,4,0.002438,
abc,kl,9,5,-0.006492,
abc,kl,9,6,0.233074,name mover
abc,kl,9,7,0.003041,backup name mover
abc,kl,9,8,0.055267,
abc,kl,9,9,0.498956,name mover
abc,kl,9,10,0.000281,
abc,kl,9,11,0.001391,
abc,kl,10,0,0.224911,name mover
abc,kl,10,1,0.070166,backup name mover
abc,kl,10,2,0.102858,backup name mover
abc,kl,10,3,0.036549,
abc,kl,10,4,0.002119,
abc,kl,10,5,-0.000341,
abc,kl,10,6,0.098340,backup name mover
abc,kl,10,7,-0.354247,negative name mover
abc,kl,10,8,-0.000215,
abc,kl,10,9,0.018689,
abc,kl,10,10,0.134444,backup name mover
abc,kl,10,11,0.006903,
abc,kl,11,0,-0.004706,
abc,kl,11,1,0.057611,
abc,kl,11,2,0.111521,backup name mover
abc,kl,11,3,0.088986,
abc,kl,11,4,-0.002826,
abc,kl,11,5,-0.006217,
abc,kl,11,6,0.056007,
abc,kl,11,7,0.000827,
abc,kl,11,8,0.023437,
abc,kl,11,9,0.027638,backup name mover
abc,kl,11,10,-0.252419,negative name mover
abc,kl,11,11,0.040086,
abc,tv,0,0,0.000208,
abc,tv,0,1,-0.009776,duplicate token
abc,tv,0,2,0.000278,
abc,tv,0,3,0.001962,
abc,tv,0,4,0.002541,
abc,tv,0,5,0.000999,
abc,tv,0,6,0.001119,
abc,tv,0,7,-0.000296,
abc,tv,0,8,0.000366,
abc,tv,0,9,-0.000222,
abc,tv,0,10,-0.002900,duplicate token
abc,tv,0,11,0.000099,
abc,tv,1,0,-0.000319,
abc,tv,1,1,-0.000217,
abc,tv,1,2,0.000031,
abc,tv,1,3,-0.000362,
abc,tv,1,4,0.000423,
abc,tv,1,5,0.000741,
abc,tv,1,6,0.000270,
abc,tv,1,7,0.000717,
abc,tv,1,8,0.000419,
abc,tv,1,9,-0.000060,
abc,tv,1,10,-0.000128,
abc,tv,1,11,0.000968,
abc,tv,2,0,0.000147,
abc,tv,2,1,0.000713,
abc,tv,2,2,0.000638,previous token
abc,tv,2,3,0.000200,
abc,tv,2,4,-0.000520,
abc,tv,2,5,0.000220,
abc,tv,2,6,0.000290,
abc,tv,2,7,0.000421,
abc,tv,2,8,0.000145,
abc,tv,2,9,0.001527,
abc,tv,2,10,0.000768,
abc,tv,2,11,-0.000497,
abc,tv,3,0,-0.003627,duplicate token
abc,tv,3,1,0.000159,
abc,tv,3,2,0.000535,
abc,tv,3,3,0.000885,
abc,tv,3,4,-0.000480,
abc,tv,3,5,-0.001107,
abc,tv,3,6,0.003649,
abc,tv,3,7,0.000410,
abc,tv,3,8,-0.000226,
abc,tv,3,9,0.000355,
abc,tv,3,10,-0.000348,
abc,tv,3,11,0.000160,
abc,tv,4,0,0.000810,
abc,tv,4,1,-0.000215,
abc,tv,4,2,0.000434,
abc,tv,4,3,0.004455,
abc,tv,4,4,-0.000623,
abc,tv,4,5,-0.000220,
abc,tv,4,6,0.000636,
abc,tv,4,7,-0.001979,
abc,tv,4,8,-0.000401,
abc,tv,4,9,0.000292,
abc,tv,4,10,0.000256,
abc,tv,4,11,0.002814,previous token
abc,tv,5,0,-0.000377,
abc,tv,5,1,0.001082,
abc,tv,5,2,0.000381,
abc,tv,5,3,0.000524,
abc,tv,5,4,0.000492,
abc,tv,5,5,-0.009224,induction
abc,tv,5,6,0.000318,
abc,tv,5,7,0.000745,
abc,tv,5,8,-0.003299,induction
abc,tv,5,9,-0.015926,induction
abc,tv,5,10,0.003700,
abc,tv,5,11,-0.000545,
abc,tv,6,0,0.003589,
abc,tv,6,1,0.000534,
abc,tv,6,2,-0.000464,
abc,tv,6,3,-0.001291,
abc,tv,6,4,0.001661,
abc,tv,6,5,0.000710,
abc,tv,6,6,0.001410,
abc,tv,6,7,0.000517,
abc,tv,6,8,0.000672,
abc,tv,6,9,0.001416,induction
abc,tv,6,10,-0.000702,
abc,tv,6,11,0.000247,
abc,tv,7,0,-0.000081,
abc,tv,7,1,0.001209,
abc,tv,7,2,-0.000043,
abc,tv,7,3,0.010476,s-inhibition
abc,tv,7,4,-0.000093,
abc,tv,7,5,0.001184,
abc,tv,7,6,-0.000238,
abc,tv,7,7,-0.000982,
abc,tv,7,8,-0.000333,
abc,tv,7,9,-0.010475,s-inhibition
abc,tv,7,10,-0.000402,
abc,tv,7,11,-0.001616,
abc,tv,8,0,-0.000741,
abc,tv,8,1,0.000130,
abc,tv,8,2,-0.000833,
abc,tv,8,3,0.005523,
abc,tv,8,4,0.000216,
abc,tv,8,5,-0.001475,
abc,tv,8,6,-0.032123,s-inhibition
abc,tv,8,7,0.000971,
abc,tv,8,8,0.000415,
abc,tv,8,9,0.000364,
abc,tv,8,10,0.005523,s-inhibition
abc,tv,8,11,0.005613,
abc,tv,9,0,0.001072,backup name mover
abc,tv,9,1,0.000018,
abc,tv,9,2,0.003946,
abc,tv,9,3,-0.002389,
abc,tv,9,4,-0.001365,
abc,tv,9,5,-0.002010,
abc,tv,9,6,0.024667,name mover
abc,tv,9,7,0.019512,backup name mover
abc,tv,9,8,0.008949,
abc,tv,9,9,0.093276,name mover
abc,tv,9,10,-0.000240,
abc,tv,9,11,-0.000461,
abc,tv,10,0,0.033648,name mover
abc,tv,10,1,0.009404,backup name mover
abc,tv,10,2,0.025978,backup name mover
abc,tv,10,3,0.008268,
abc,tv,10,4,0.002015,
abc,tv,10,5,-0.000298,
abc,tv,10,6,0.015362,backup name mover
abc,tv,10,7,-0.028117,negative name mover
abc,tv,10,8,0.000280,
abc,tv,10,9,0.018543,
abc,tv,10,10,0.015141,backup name mover
abc,tv,10,11,0.000912,
abc,tv,11,0,-0.003238,
abc,tv,11,1,0.027027,
abc,tv,11,2,0.041412,backup name mover
abc,tv,11,3,0.027542,
abc,tv,11,4,-0.001087,
abc,tv,11,5,-0.002332,
abc,tv,11,6,0.019797,
abc,tv,11,7,0.003414,
abc,tv,11,8,0.012494,
abc,tv,11,9,0.004426,backup name mover
abc,tv,11,10,-0.060098,negative name mover
abc,tv,11,11,0.012924,
random_vocab_s2,logit_diff,0,0,-0.000490,
random_vocab_s2,logit_diff,0,1,0.000748,duplicate token
random_vocab_s2,logit_diff,0,2,0.000061,
random_vocab_s2,logit_diff,0,3,-0.005181,
random_vocab_s2,logit_diff,0,4,-0.005943,
random_vocab_s2,logit_diff,0,5,-0.007253,
random_vocab_s2,logit_diff,0,6,-0.001302,
random_vocab_s2,logit_diff,0,7,0.000702,
random_vocab_s2,logit_diff,0,8,0.000100,
random_vocab_s2,logit_diff,0,9,-0.000363,
random_vocab_s2,logit_diff,0,10,-0.002808,duplicate token
random_vocab_s2,logit_diff,0,11,-0.000452,
random_vocab_s2,logit_diff,1,0,0.000396,
random_vocab_s2,logit_diff,1,1,0.000798,
random_vocab_s2,logit_diff,1,2,-0.000108,
random_vocab_s2,logit_diff,1,3,-0.002855,
random_vocab_s2,logit_diff,1,4,-0.000257,
random_vocab_s2,logit_diff,1,5,-0.000044,
random_vocab_s2,logit_diff,1,6,-0.000092,
random_vocab_s2,logit_diff,1,7,-0.000594,
random_vocab_s2,logit_diff,1,8,0.000232,
random_vocab_s2,logit_diff,1,9,0.000240,
random_vocab_s2,logit_diff,1,10,0.000199,
random_vocab_s2,logit_diff,1,11,-0.000995,
random_vocab_s2,logit_diff,2,0,-0.000612,
random_vocab_s2,logit_diff,2,1,0.000626,
random_vocab_s2,logit_diff,2,2,-0.001290,previous token
random_vocab_s2,logit_diff,2,3,0.000721,
random_vocab_s2,logit_diff,2,4,0.000235,
random_vocab_s2,logit_diff,2,5,-0.000320,
random_vocab_s2,logit_diff,2,6,-0.001363,
random_vocab_s2,logit_diff,2,7,-0.000485,
random_vocab_s2,logit_diff,2,8,0.000367,
random_vocab_s2,logit_diff,2,9,0.004399,
random_vocab_s2,logit_diff,2,10,-0.001215,
random_vocab_s2,logit_diff,2,11,-0.000191,
random_vocab_s2,logit_diff,3,0,0.044108,duplicate token
random_vocab_s2,logit_diff,3,1,-0.000655,
random_vocab_s2,logit_diff,3,2,-0.001860,
random_vocab_s2,logit_diff,3,3,-0.000536,
random_vocab_s2,logit_diff,3,4,0.005886,
random_vocab_s2,logit_diff,3,5,-0.001104,
random_vocab_s2,logit_diff,3,6,0.003629,
random_vocab_s2,logit_diff,3,7,0.006466,
random_vocab_s2,logit_diff,3,8,0.001135,
random_vocab_s2,logit_diff,3,9,0.000566,
random_vocab_s2,logit_diff,3,10,-0.002656,
random_vocab_s2,logit_diff,3,11,0.000985,
random_vocab_s2,logit_diff,4,0,0.002017,
random_vocab_s2,logit_diff,4,1,-0.000967,
random_vocab_s2,logit_diff,4,2,0.000469,
random_vocab_s2,logit_diff,4,3,0.032196,
random_vocab_s2,logit_diff,4,4,-0.002586,
random_vocab_s2,logit_diff,4,5,-0.000811,
random_vocab_s2,logit_diff,4,6,0.001025,
random_vocab_s2,logit_diff,4,7,-0.005112,
random_vocab_s2,logit_diff,4,8,-0.000308,
random_vocab_s2,logit_diff,4,9,0.000341,
random_vocab_s2,logit_diff,4,10,0.000332,
random_vocab_s2,logit_diff,4,11,0.001170,previous token
random_vocab_s2,logit_diff,5,0,-0.001047,
random_vocab_s2,logit_diff,5,1,0.001690,
random_vocab_s2,logit_diff,5,2,0.002926,
random_vocab_s2,logit_diff,5,3,0.000458,
random_vocab_s2,logit_diff,5,4,-0.000808,
random_vocab_s2,logit_diff,5,5,0.101734,induction
random_vocab_s2,logit_diff,5,6,0.000497,
random_vocab_s2,logit_diff,5,7,0.001365,
random_vocab_s2,logit_diff,5,8,-0.006663,induction
random_vocab_s2,logit_diff,5,9,0.005735,induction
random_vocab_s2,logit_diff,5,10,0.001726,
random_vocab_s2,logit_diff,5,11,-0.003331,
random_vocab_s2,logit_diff,6,0,0.029189,
random_vocab_s2,logit_diff,6,1,0.010010,
random_vocab_s2,logit_diff,6,2,-0.000523,
random_vocab_s2,logit_diff,6,3,-0.001266,
random_vocab_s2,logit_diff,6,4,0.000741,
random_vocab_s2,logit_diff,6,5,-0.001233,
random_vocab_s2,logit_diff,6,6,-0.003897,
random_vocab_s2,logit_diff,6,7,0.000634,
random_vocab_s2,logit_diff,6,8,0.000830,
random_vocab_s2,logit_diff,6,9,0.019007,induction
random_vocab_s2,logit_diff,6,10,-0.000812,
random_vocab_s2,logit_diff,6,11,0.000565,
random_vocab_s2,logit_diff,7,0,0.000285,
random_vocab_s2,logit_diff,7,1,0.000996,
random_vocab_s2,logit_diff,7,2,-0.000097,
random_vocab_s2,logit_diff,7,3,0.086643,s-inhibition
random_vocab_s2,logit_diff,7,4,0.001041,
random_vocab_s2,logit_diff,7,5,-0.005952,
random_vocab_s2,logit_diff,7,6,0.002278,
random_vocab_s2,logit_diff,7,7,-0.001068,
random_vocab_s2,logit_diff,7,8,-0.002587,
random_vocab_s2,logit_diff,7,9,0.154862,s-inhibition
random_vocab_s2,logit_diff,7,10,0.000565,
random_vocab_s2,logit_diff,7,11,-0.003107,
random_vocab_s2,logit_diff,8,0,-0.000691,
random_vocab_s2,logit_diff,8,1,-0.000033,
random_vocab_s2,logit_diff,8,2,-0.007704,
random_vocab_s2,logit_diff,8,3,0.002402,
random_vocab_s2,logit_diff,8,4,0.000201,
random_vocab_s2,logit_diff,8,5,0.003402,
random_vocab_s2,logit_diff,8,6,0.280324,s-inhibition
random_vocab_s2,logit_diff,8,7,0.003962,
random_vocab_s2,logit_diff,8,8,0.001968,
random_vocab_s2,logit_diff,8,9,0.001029,
random_vocab_s2,logit_diff,8,10,0.223865,s-inhibition
random_vocab_s2,logit_diff,8,11,0.005313,
random_vocab_s2,logit_diff,9,0,-0.001774,backup name mover
random_vocab_s2,logit_diff,9,1,-0.001327,
random_vocab_s2,logit_diff,9,2,0.001651,
random_vocab_s2,logit_diff,9,3,0.027586,
random_vocab_s2,logit_diff,9,4,-0.030134,
random_vocab_s2,logit_diff,9,5,0.015340,
random_vocab_s2,logit_diff,9,6,-0.111827,name mover
random_vocab_s2,logit_diff,9,7,0.082328,backup name mover
random_vocab_s2,logit_diff,9,8,-0.003266,
random_vocab_s2,logit_diff,9,9,0.150814,name mover
random_vocab_s2,logit_diff,9,10,0.000199,
random_vocab_s2,logit_diff,9,11,-0.002049,
random_vocab_s2,logit_diff,10,0,0.067194,name mover
random_vocab_s2,logit_diff,10,1,0.019487,backup name mover
random_vocab_s2,logit_diff,10,2,0.009313,backup name mover
random_vocab_s2,logit_diff,10,3,0.003373,
random_vocab_s2,logit_diff,10,4,-0.001031,
random_vocab_s2,logit_diff,10,5,-0.000426,
random_vocab_s2,logit_diff,10,6,0.045216,backup name mover
random_vocab_s2,logit_diff,10,7,-0.381625,negative name mover
random_vocab_s2,logit_diff,10,8,-0.000204,
random_vocab_s2,logit_diff,10,9,0.008199,
random_vocab_s2,logit_diff,10,10,0.020832,backup name mover
random_vocab_s2,logit_diff,10,11,0.002830,
random_vocab_s2,logit_diff,11,0,0.003620,
random_vocab_s2,logit_diff,11,1,-0.006273,
random_vocab_s2,logit_diff,11,2,-0.111361,backup name mover
random_vocab_s2,logit_diff,11,3,0.011336,
random_vocab_s2,logit_diff,11,4,-0.000179,
random_vocab_s2,logit_diff,11,5,-0.000363,
random_vocab_s2,logit_diff,11,6,-0.018649,
random_vocab_s2,logit_diff,11,7,0.003381,
random_vocab_s2,logit_diff,11,8,0.006083,
random_vocab_s2,logit_diff,11,9,0.001251,backup name mover
random_vocab_s2,logit_diff,11,10,-0.249901,negative name mover
random_vocab_s2,logit_diff,11,11,0.006048,
random_vocab_s2,kl,0,0,0.003913,
random_vocab_s2,kl,0,1,0.073749,duplicate token
random_vocab_s2,kl,0,2,0.002072,
random_vocab_s2,kl,0,3,0.000946,
random_vocab_s2,kl,0,4,0.017499,
random_vocab_s2,kl,0,5,-0.001506,
random_vocab_s2,kl,0,6,0.009463,
random_vocab_s2,kl,0,7,0.004921,
random_vocab_s2,kl,0,8,0.010340,
random_vocab_s2,kl,0,9,-0.002012,
random_vocab_s2,kl,0,10,0.019027,duplicate token
random_vocab_s2,kl,0,11,-0.000542,
random_vocab_s2,kl,1,0,0.002519,
random_vocab_s2,kl,1,1,0.014599,
random_vocab_s2,kl,1,2,0.000530,
random_vocab_s2,kl,1,3,-0.011298,
random_vocab_s2,kl,1,4,0.002160,
random_vocab_s2,kl,1,5,0.002962,
random_vocab_s2,kl,1,6,0.004919,
random_vocab_s2,kl,1,7,0.003976,
random_vocab_s2,kl,1,8,-0.000993,
random_vocab_s2,kl,1,9,-0.000336,
random_vocab_s2,kl,1,10,0.001946,
random_vocab_s2,kl,1,11,-0.005244,
random_vocab_s2,kl,2,0,-0.001165,
random_vocab_s2,kl,2,1,0.006499,
random_vocab_s2,kl,2,2,0.003122,previous token
random_vocab_s2,kl,2,3,0.003427,
random_vocab_s2,kl,2,4,0.001438,
random_vocab_s2,kl,2,5,0.003717,
random_vocab_s2,kl,2,6,-0.003015,
random_vocab_s2,kl,2,7,-0.005614,
random_vocab_s2,kl,2,8,0.002929,
random_vocab_s2,kl,2,9,0.048643,
random_vocab_s2,kl,2,10,-0.010577,
random_vocab_s2,kl,2,11,-0.006674,
random_vocab_s2,kl,3,0,0.125863,duplicate token
random_vocab_s2,kl,3,1,-0.000779,
random_vocab_s2,kl,3,2,0.016733,
random_vocab_s2,kl,3,3,-0.001291,
random_vocab_s2,kl,3,4,-0.002028,
random_vocab_s2,kl,3,5,0.011303,
random_vocab_s2,kl,3,6,0.016589,
random_vocab_s2,kl,3,7,0.050128,
random_vocab_s2,kl,3,8,0.006734,
random_vocab_s2,kl,3,9,0.001939,
random_vocab_s2,kl,3,10,-0.018885,
random_vocab_s2,kl,3,11,0.006602,
random_vocab_s2,kl,4,0,0.010985,
random_vocab_s2,kl,4,1,0.001929,
random_vocab_s2,kl,4,2,0.002110,
random_vocab_s2,kl,4,3,0.129136,
random_vocab_s2,kl,4,4,-0.012171,
random_vocab_s2,kl,4,5,0.003703,
random_vocab_s2,kl,4,6,-0.023631,
random_vocab_s2,kl,4,7,-0.046394,
random_vocab_s2,kl,4,8,0.009728,
random_vocab_s2,kl,4,9,0.010396,
random_vocab_s2,kl,4,10,-0.001370,
random_vocab_s2,kl,4,11,0.031165,previous token
random_vocab_s2,kl,5,0,0.004853,
random_vocab_s2,kl,5,1,-0.000353,
random_vocab_s2,kl,5,2,0.025948,
random_vocab_s2,kl,5,3,0.023733,
random_vocab_s2,kl,5,4,0.004248,
random_vocab_s2,kl,5,5,0.172176,induction
random_vocab_s2,kl,5,6,-0.001258,
random_vocab_s2,kl,5,7,0.012608,
random_vocab_s2,kl,5,8,-0.003433,induction
random_vocab_s2,kl,5,9,0.026597,induction
random_vocab_s2,kl,5,10,0.026453,
random_vocab_s2,kl,5,11,-0.017004,
random_vocab_s2,kl,6,0,0.084491,
random_vocab_s2,kl,6,1,0.018146,
random_vocab_s2,kl,6,2,0.007422,
random_vocab_s2,kl,6,3,0.004327,
random_vocab_s2,kl,6,4,0.011699,
random_vocab_s2,kl,6,5,-0.020723,
random_vocab_s2,kl,6,6,-0.019988,
random_vocab_s2,kl,6,7,0.019495,
random_vocab_s2,kl,6,8,0.010733,
random_vocab_s2,kl,6,9,0.018369,induction
random_vocab_s2,kl,6,10,0.009145,
random_vocab_s2,kl,6,11,0.024585,
random_vocab_s2,kl,7,0,0.003133,
random_vocab_s2,kl,7,1,0.002732,
random_vocab_s2,kl,7,2,0.000294,
random_vocab_s2,kl,7,3,0.063781,s-inhibition
random_vocab_s2,kl,7,4,0.009851,
random_vocab_s2,kl,7,5,0.011817,
random_vocab_s2,kl,7,6,-0.006566,
random_vocab_s2,kl,7,7,0.003560,
random_vocab_s2,kl,7,8,0.033721,
random_vocab_s2,kl,7,9,0.207017,s-inhibition
random_vocab_s2,kl,7,10,0.001953,
random_vocab_s2,kl,7,11,0.008846,
random_vocab_s2,kl,8,0,-0.002540,
random_vocab_s2,kl,8,1,0.001087,
random_vocab_s2,kl,8,2,0.016215,
random_vocab_s2,kl,8,3,0.069975,
random_vocab_s2,kl,8,4,0.018730,
random_vocab_s2,kl,8,5,0.098459,
random_vocab_s2,kl,8,6,0.466020,s-inhibition
random_vocab_s2,kl,8,7,0.019545,
random_vocab_s2,kl,8,8,0.022976,
random_vocab_s2,kl,8,9,0.017657,
random_vocab_s2,kl,8,10,-0.132116,s-inhibition
random_vocab_s2,kl,8,11,-0.002245,
random_vocab_s2,kl,9,0,-0.007463,backup name mover
random_vocab_s2,kl,9,1,-0.001321,
random_vocab_s2,kl,9,2,0.015177,
random_vocab_s2,kl,9,3,0.091373,
random_vocab_s2,kl,9,4,0.005149,
random_vocab_s2,kl,9,5,-0.089059,
random_vocab_s2,kl,9,6,-0.236229,name mover
random_vocab_s2,kl,9,7,0.191449,backup name mover
random_vocab_s2,kl,9,8,-0.005702,
random_vocab_s2,kl,9,9,0.106444,name mover
random_vocab_s2,kl,9,10,0.002366,
random_vocab_s2,kl,9,11,0.007969,
random_vocab_s2,kl,10,0,0.080244,name mover
random_vocab_s2,kl,10,1,0.016362,backup name mover
random_vocab_s2,kl,10,2,-0.033278,backup name mover
random_vocab_s2,kl,10,3,0.008629,
random_vocab_s2,kl,10,4,0.009669,
random_vocab_s2,kl,10,5,0.000904,
random_vocab_s2,kl,10,6,0.052317,backup name mover
random_vocab_s2,kl,10,7,-0.731382,negative name mover
random_vocab_s2,kl,10,8,-0.001514,
random_vocab_s2,kl,10,9,0.050552,
random_vocab_s2,kl,10,10,0.024920,backup name mover
random_vocab_s2,kl,10,11,0.017226,
random_vocab_s2,kl,11,0,0.009663,
random_vocab_s2,kl,11,1,-0.039316,
random_vocab_s2,kl,11,2,-0.186161,backup name mover
random_vocab_s2,kl,11,3,0.014984,
random_vocab_s2,kl,11,4,-0.003245,
random_vocab_s2,kl,11,5,-0.000763,
random_vocab_s2,kl,11,6,-0.048582,
random_vocab_s2,kl,11,7,0.013065,
random_vocab_s2,kl,11,8,0.030771,
random_vocab_s2,kl,11,9,0.003383,backup name mover
random_vocab_s2,kl,11,10,-0.410243,negative name mover
random_vocab_s2,kl,11,11,0.014720,
random_vocab_s2,tv,0,0,0.000249,
random_vocab_s2,tv,0,1,0.035110,duplicate token
random_vocab_s2,tv,0,2,0.001134,
random_vocab_s2,tv,0,3,0.000758,
random_vocab_s2,tv,0,4,0.010023,
random_vocab_s2,tv,0,5,-0.000870,
random_vocab_s2,tv,0,6,0.003294,
random_vocab_s2,tv,0,7,0.002074,
random_vocab_s2,tv,0,8,0.002280,
random_vocab_s2,tv,0,9,-0.000724,
random_vocab_s2,tv,0,10,0.005299,duplicate token
random_vocab_s2,tv,0,11,-0.000194,
random_vocab_s2,tv,1,0,0.000985,
random_vocab_s2,tv,1,1,0.006710,
random_vocab_s2,tv,1,2,-0.000240,
random_vocab_s2,tv,1,3,-0.002289,
random_vocab_s2,tv,1,4,0.001070,
random_vocab_s2,tv,1,5,0.000406,
random_vocab_s2,tv,1,6,0.002635,
random_vocab_s2,tv,1,7,0.002243,
random_vocab_s2,tv,1,8,-0.000565,
random_vocab_s2,tv,1,9,0.000096,
random_vocab_s2,tv,1,10,0.000796,
random_vocab_s2,tv,1,11,-0.002271,
random_vocab_s2,tv,2,0,-0.000604,
random_vocab_s2,tv,2,1,0.003715,
random_vocab_s2,tv,2,2,0.002135,previous token
random_vocab_s2,tv,2,3,0.003039,
random_vocab_s2,tv,2,4,0.000557,
random_vocab_s2,tv,2,5,0.001924,
random_vocab_s2,tv,2,6,-0.002600,
random_vocab_s2,tv,2,7,-0.002226,
random_vocab_s2,tv,2,8,0.001225,
random_vocab_s2,tv,2,9,0.023905,
random_vocab_s2,tv,2,10,-0.004638,
random_vocab_s2,tv,2,11,-0.002435,
random_vocab_s2,tv,3,0,0.065810,duplicate token
random_vocab_s2,tv,3,1,0.000445,
random_vocab_s2,tv,3,2,0.007273,
random_vocab_s2,tv,3,3,-0.000481,
random_vocab_s2,tv,3,4,-0.002136,
random_vocab_s2,tv,3,5,0.003451,
random_vocab_s2,tv,3,6,0.012689,
random_vocab_s2,tv,3,7,0.024107,
random_vocab_s2,tv,3,8,0.002396,
random_vocab_s2,tv,3,9,0.000588,
random_vocab_s2,tv,3,10,-0.008901,
random_vocab_s2,tv,3,11,0.002634,
random_vocab_s2,tv,4,0,0.003571,
random_vocab_s2,tv,4,1,0.000881,
random_vocab_s2,tv,4,2,0.000670,
random_vocab_s2,tv,4,3,0.062705,
random_vocab_s2,tv,4,4,-0.005424,
random_vocab_s2,tv,4,5,0.002012,
random_vocab_s2,tv,4,6,-0.010605,
random_vocab_s2,tv,4,7,-0.021756,
random_vocab_s2,tv,4,8,0.003329,
random_vocab_s2,tv,4,9,0.003760,
random_vocab_s2,tv,4,10,-0.000612,
random_vocab_s2,tv,4,11,0.021546,previous token
random_vocab_s2,tv,5,0,0.002945,
random_vocab_s2,tv,5,1,0.000279,
random_vocab_s2,tv,5,2,0.009553,
random_vocab_s2,tv,5,3,0.007631,
random_vocab_s2,tv,5,4,0.001780,
random_vocab_s2,tv,5,5,0.075699,induction
random_vocab_s2,tv,5,6,0.000928,
random_vocab_s2,tv,5,7,0.005280,
random_vocab_s2,tv,5,8,-0.001207,induction
random_vocab_s2,tv,5,9,0.008487,induction
random_vocab_s2,tv,5,10,0.012961,
random_vocab_s2,tv,5,11,-0.006704,
random_vocab_s2,tv,6,0,0.042950,
random_vocab_s2,tv,6,1,0.006474,
random_vocab_s2,tv,6,2,0.001806,
random_vocab_s2,tv,6,3,0.001691,
random_vocab_s2,tv,6,4,0.005574,
random_vocab_s2,tv,6,5,-0.007182,
random_vocab_s2,tv,6,6,-0.007797,
random_vocab_s2,tv,6,7,0.008788,
random_vocab_s2,tv,6,8,0.005403,
random_vocab_s2,tv,6,9,0.005221,induction
random_vocab_s2,tv,6,10,0.003384,
random_vocab_s2,tv,6,11,0.008064,
random_vocab_s2,tv,7,0,0.001726,
random_vocab_s2,tv,7,1,0.000813,
random_vocab_s2,tv,7,2,0.000074,
random_vocab_s2,tv,7,3,0.025104,s-inhibition
random_vocab_s2,tv,7,4,0.003687,
random_vocab_s2,tv,7,5,0.005980,
random_vocab_s2,tv,7,6,-0.001719,
random_vocab_s2,tv,7,7,0.000897,
random_vocab_s2,tv,7,8,0.014733,
random_vocab_s2,tv,7,9,0.082026,s-inhibition
random_vocab_s2,tv,7,10,0.000479,
random_vocab_s2,tv,7,11,0.002759,
random_vocab_s2,tv,8,0,-0.002006,
random_vocab_s2,tv,8,1,0.000427,
random_vocab_s2,tv,8,2,0.006915,
random_vocab_s2,tv,8,3,0.025112,
random_vocab_s2,tv,8,4,0.003866,
random_vocab_s2,tv,8,5,0.039940,
random_vocab_s2,tv,8,6,0.212171,s-inhibition
random_vocab_s2,tv,8,7,0.008052,
random_vocab_s2,tv,8,8,0.008286,
random_vocab_s2,tv,8,9,0.005028,
random_vocab_s2,tv,8,10,-0.035006,s-inhibition
random_vocab_s2,tv,8,11,-0.000866,
random_vocab_s2,tv,9,0,-0.002197,backup name mover
random_vocab_s2,tv,9,1,-0.000619,
random_vocab_s2,tv,9,2,0.005786,
random_vocab_s2,tv,9,3,0.032791,
random_vocab_s2,tv,9,4,0.002096,
random_vocab_s2,tv,9,5,-0.027741,
random_vocab_s2,tv,9,6,-0.065154,name mover
random_vocab_s2,tv,9,7,0.087156,backup name mover
random_vocab_s2,tv,9,8,-0.001097,
random_vocab_s2,tv,9,9,0.037824,name mover
random_vocab_s2,tv,9,10,0.000987,
random_vocab_s2,tv,9,11,0.004430,
random_vocab_s2,tv,10,0,0.022499,name mover
random_vocab_s2,tv,10,1,0.006394,backup name mover
random_vocab_s2,tv,10,2,-0.008749,backup name mover
random_vocab_s2,tv,10,3,0.001974,
random_vocab_s2,tv,10,4,0.003219,
random_vocab_s2,tv,10,5,-0.000472,
random_vocab_s2,tv,10,6,0.016589,backup name mover
random_vocab_s2,tv,10,7,-0.132168,negative name mover
random_vocab_s2,tv,10,8,-0.000671,
random_vocab_s2,tv,10,9,0.030489,
random_vocab_s2,tv,10,10,0.005636,backup name mover
random_vocab_s2,tv,10,11,0.005937,
random_vocab_s2,tv,11,0,0.002286,
random_vocab_s2,tv,11,1,-0.010810,
random_vocab_s2,tv,11,2,-0.046903,backup name mover
random_vocab_s2,tv,11,3,0.004787,
random_vocab_s2,tv,11,4,-0.002184,
random_vocab_s2,tv,11,5,-0.000135,
random_vocab_s2,tv,11,6,-0.012397,
random_vocab_s2,tv,11,7,0.006836,
random_vocab_s2,tv,11,8,0.011651,
random_vocab_s2,tv,11,9,0.000921,backup name mover
random_vocab_s2,tv,11,10,-0.092283,negative name mover
random_vocab_s2,tv,11,11,0.004718,
random_vocab_any,logit_diff,0,0,0.003237,
random_vocab_any,logit_diff,0,1,0.011728,duplicate token
random_vocab_any,logit_diff,0,2,0.003945,
random_vocab_any,logit_diff,0,3,0.006666,
random_vocab_any,logit_diff,0,4,0.005056,
random_vocab_any,logit_diff,0,5,0.004801,
random_vocab_any,logit_diff,0,6,0.003993,
random_vocab_any,logit_diff,0,7,0.003221,
random_vocab_any,logit_diff,0,8,0.001641,
random_vocab_any,logit_diff,0,9,-0.016096,
random_vocab_any,logit_diff,0,10,-0.004221,duplicate token
random_vocab_any,logit_diff,0,11,-0.001343,
random_vocab_any,logit_diff,1,0,0.002426,
random_vocab_any,logit_diff,1,1,0.005214,
random_vocab_any,logit_diff,1,2,0.001132,
random_vocab_any,logit_diff,1,3,-0.001239,
random_vocab_any,logit_diff,1,4,-0.001668,
