layer,head,position,normalized_effect,published_class
11,3,IO+1,0.000000,
11,3,S1,0.000000,
11,3,S1+1,0.000000,
11,3,S2,0.000000,
11,3,S2+1,0.000000,
11,3,END,0.009600,
11,4,IO,0.000000,
11,4,IO+1,0.000000,
11,4,S1,0.000000,
11,4,S1+1,0.000000,
11,4,S2,0.000000,
11,4,S2+1,0.000000,
11,4,END,-0.000107,
11,5,IO,0.000000,
11,5,IO+1,0.000000,
11,5,S1,0.000000,
11,5,S1+1,0.000000,
11,5,S2,0.000000,
11,5,S2+1,0.000000,
11,5,END,0.000016,
11,6,IO,0.000000,
11,6,IO+1,0.000000,
11,6,S1,0.000000,
11,6,S1+1,0.000000,
11,6,S2,0.000000,
11,6,S2+1,0.000000,
11,6,END,-0.016169,
11,7,IO,0.000000,
11,7,IO+1,0.000000,
11,7,S1,0.000000,
11,7,S1+1,0.000000,
11,7,S2,0.000000,
11,7,S2+1,0.000000,
11,7,END,0.002642,
11,8,IO,0.000000,
11,8,IO+1,0.000000,
11,8,S1,0.000000,
11,8,S1+1,0.000000,
11,8,S2,0.000000,
11,8,S2+1,0.000000,
11,8,END,0.006249,
11,9,IO,0.000000,backup name mover
11,9,IO+1,0.000000,backup name mover
11,9,S1,0.000000,backup name mover
11,9,S1+1,0.000000,backup name mover
11,9,S2,0.000000,backup name mover
11,9,S2+1,0.000000,backup name mover
11,9,END,0.002368,backup name mover
11,10,IO,0.000000,negative name mover
11,10,IO+1,0.000000,negative name mover
11,10,S1,0.000000,negative name mover
11,10,S1+1,0.000000,negative name mover
11,10,S2,0.000000,negative name mover
11,10,S2+1,0.000000,negative name mover
11,10,END,-0.268884,negative name mover
11,11,IO,0.000000,
11,11,IO+1,0.000000,
11,11,S1,0.000000,
11,11,S1+1,0.000000,
11,11,S2,0.000000,
11,11,S2+1,0.000000,
11,11,END,0.004770,
